"1";"aplikovat";"2423";""
"2";"běžet";"10402";""
"3";"blýskat";"482";""
"4";"budit";"2525";""
"5";"datovat";"833";""
"6";"dobrat";"402";""
"7";"dopracovat";"495";""
"8";"dosáhnout";"17774";""
"9";"dostavovat";"352";""
"10";"dovolat";"492";""
"11";"dýchat";"4773";""
"12";"chápat";"19128";""
"13";"informovat";"7429";""
"14";"jmout";"496";""
"15";"koncentrovat";"590";""
"16";"kouřit";"3730";""
"17";"krást";"2205";""
"18";"kutálet";"425";""
"19";"kymácet";"346";""
"20";"mazlit";"382";""
"21";"nadát";"334";""
"22";"oběsit";"550";""
"23";"obětovat";"1882";""
"24";"obléci";"1929";""
"25";"odstranit";"5885";""
"26";"ohřát";"808";""
"27";"opravit";"3507";""
"28";"opravovat";"1702";""
"29";"optat";"322";""
"30";"osvobodit";"1735";""
"31";"otřít";"2018";""
"32";"pokazit";"1212";""
"33";"polekat";"548";""
"34";"poohlédnout";"357";""
"35";"potloukat";"361";""
"36";"pozdravit";"2476";""
"37";"prohlubovat";"713";""
"38";"protahovat";"769";""
"39";"předhánět";"366";""
"40";"přemístit";"1027";""
"41";"převalit";"386";""
"42";"převalovat";"473";""
"43";"příčit";"324";""
"44";"přihnat";"379";""
"45";"přiznávat";"3549";""
"46";"rozbíhat";"405";""
"47";"rozdělovat";"1591";""
"48";"rozeběhnout";"379";""
"49";"rozevřít";"889";""
"50";"rozlétnout";"341";""
"51";"rozmnožovat";"490";""
"52";"rozpínat";"418";""
"53";"rozpomenout";"433";""
"54";"rozpovídat";"380";""
"55";"rozptýlit";"1082";""
"56";"rozvádět";"674";""
"57";"rušit";"3114";""
"58";"sbíhat";"492";""
"59";"sbírat";"4130";""
"60";"shánět";"2075";""
"61";"skrýt";"2030";""
"62";"skvět";"321";""
"63";"složit";"4459";""
"64";"spát";"14688";""
"65";"stupňovat";"532";""
"66";"svítit";"4315";""
"67";"svlékat";"709";""
"68";"ujišťovat";"1672";""
"69";"upínat";"469";""
"70";"usídlit";"375";""
"71";"uvést";"31577";""
"72";"vézt";"2188";""
"73";"vmísit";"369";""
"74";"vyhrabat";"745";""
"75";"vyklonit";"344";""
"76";"vylučovat";"1923";""
"77";"vyřítit";"356";""
"78";"vytáhnout";"12103";""
"79";"vytahovat";"1957";""
"80";"vytrhnout";"2180";""
"81";"vyučit";"418";""
"82";"vyvalit";"523";""
"83";"vztyčit";"855";""
"84";"zabořit";"979";""
"85";"začervenat";"335";""
"86";"zacházet";"2439";""
"87";"zamotat";"580";""
"88";"zaposlouchat";"363";""
"89";"zaradovat";"324";""
"90";"zavrtět";"5528";""
"91";"zhoupnout";"386";""
"92";"získávat";"5001";""
"93";"zkoušet";"6059";""
"94";"zlíbit";"357";""
"95";"zotavit";"364";""
"96";"zpomalit";"2043";""
"97";"zrychlit";"1354";""
"98";"ztotožňovat";"527";""
"99";"zúčastňovat";"353";""
"100";"zvrtnout";"370";""
