"order","lemma","total_frequency","total_ipm"
744,"ucítit",3141,31.1487961629919
745,"zlomit",3138,31.1190456413463
746,"vylézt",3121,30.9504593520209
747,"rozjet",3117,30.9107919898267
748,"snést",3116,30.9008751492782
749,"léčit",3116,30.9008751492782
750,"rušit",3114,30.8810414681811
751,"lehnout",3104,30.7818730626956
752,"zjišťovat",3098,30.7223720194043
753,"pěstovat",3090,30.6430372950159
754,"srazit",3085,30.5934530922732
755,"poděkovat",3079,30.5339520489819
756,"vzrůst",3078,30.5240352084333
757,"zamilovat",3078,30.5240352084333
758,"zasahovat",3078,30.5240352084333
759,"líčit",3078,30.5240352084333
760,"budovat",3075,30.4942846867877
761,"opouštět",3070,30.444700484045
762,"uplatnit",3065,30.3951162813022
763,"předložit",3061,30.355448919108
764,"přitahovat",3059,30.3356152380109
765,"modlit",3055,30.2959478758167
766,"nalít",3054,30.2860310352682
767,"hnát",3044,30.1868626297827
768,"ukládat",3041,30.157112108137
769,"vykonávat",3039,30.1372784270399
770,"snít",3036,30.1075279053943
771,"přitáhnout",3035,30.0976110648457
772,"tančit",3029,30.0381100215545
773,"pátrat",3027,30.0182763404574
774,"nařídit",3024,29.9885258188117
775,"přibýt",3021,29.9587752971661
776,"přestěhovat",3008,29.8298563700349
777,"vypít",3007,29.8199395294864
778,"navazovat",3007,29.8199395294864
779,"nakupovat",2985,29.6017690374183
780,"odhadnout",2981,29.5621016752241
781,"hořet",2976,29.5125174724814
782,"postihnout",2976,29.5125174724814
783,"vypnout",2970,29.4530164291901
784,"zvát",2968,29.433182748093
785,"upadnout",2966,29.4133490669959
786,"podlehnout",2962,29.3736817048017
787,"řadit",2954,29.2943469804133
788,"rozesmát",2953,29.2844301398647
789,"zranit",2952,29.2745132993162
790,"spěchat",2951,29.2645964587676
791,"vystřídat",2944,29.1951785749278
792,"sklonit",2944,29.1951785749278
793,"obvinit",2944,29.1951785749278
794,"vázat",2927,29.0265922856025
795,"pálit",2923,28.9869249234083
796,"kritizovat",2916,28.9175070395684
797,"svírat",2911,28.8679228368257
798,"dbát",2910,28.8580059962771
799,"charakterizovat",2901,28.7687544313402
800,"přivítat",2901,28.7687544313402
801,"disponovat",2898,28.7390039096946
802,"zmiňovat",2892,28.6795028664033
803,"ujmout",2892,28.6795028664033
804,"dovolovat",2887,28.6299186636605
805,"ublížit",2886,28.620001823112
806,"poslechnout",2885,28.6100849825634
807,"dojet",2877,28.530750258175
808,"zkontrolovat",2868,28.4414986932381
809,"napít",2867,28.4315818526895
810,"lézt",2865,28.4117481715924
811,"dopřát",2864,28.4018313310439
812,"rozšiřovat",2864,28.4018313310439
813,"diskutovat",2858,28.3423302877526
814,"strhnout",2853,28.2927460850099
815,"tisknout",2853,28.2927460850099
816,"radovat",2853,28.2927460850099
817,"prosazovat",2852,28.2828292444613
818,"namítnout",2852,28.2828292444613
819,"dodržovat",2850,28.2629955633642
820,"spoléhat",2832,28.0844924334903
821,"komunikovat",2828,28.0448250712961
822,"ověřit",2827,28.0349082307476
823,"donutit",2813,27.8960724630679
824,"rozběhnout",2812,27.8861556225194
825,"pokrýt",2800,27.7671535359368
826,"plavat",2791,27.6779019709998
827,"uplatňovat",2781,27.5787335655143
828,"vynořit",2780,27.5688167249658
829,"vypravit",2779,27.5588998844172
830,"přitisknout",2778,27.5489830438687
831,"odvrátit",2768,27.4498146383832
832,"zvolat",2760,27.3704799139948
833,"poznávat",2759,27.3605630734463
834,"vonět",2755,27.3208957112521
835,"zklamat",2752,27.2911451896064
836,"vztahovat",2745,27.2217273057666
837,"poškodit",2741,27.1820599435724
838,"obnovit",2731,27.0828915380869
839,"odmlčet",2730,27.0729746975383
840,"přenášet",2721,26.9837231326014
841,"protáhnout",2719,26.9638894515043
842,"předvádět",2718,26.9539726109558
843,"půjčit",2718,26.9539726109558
844,"postoupit",2709,26.8647210460188
845,"omluvit",2708,26.8548042054703
846,"propustit",2707,26.8448873649217
847,"dostavit",2705,26.8250536838246
848,"hýbat",2704,26.8151368432761
849,"usoudit",2697,26.7457189594362
850,"minout",2687,26.6465505539507
851,"upravovat",2686,26.6366337134022
852,"zaměřovat",2686,26.6366337134022
853,"rodit",2683,26.6068831917566
854,"ozývat",2681,26.5870495106595
855,"splňovat",2678,26.5572989890138
856,"dokazovat",2674,26.5176316268196
857,"pršet",2673,26.5077147862711
858,"odvážit",2673,26.5077147862711
859,"vyslechnout",2664,26.4184632213341
860,"udeřit",2659,26.3688790185914
861,"přeložit",2653,26.3093779753001
862,"mýlit",2646,26.2399600914602
863,"vyznačovat",2644,26.2201264103631
864,"vyřídit",2640,26.180459048169
865,"plést",2639,26.1705422076204
866,"vydechnout",2634,26.1209580048777
867,"oddělit",2632,26.1011243237806
868,"zamumlat",2626,26.0416232804893
869,"zářit",2625,26.0317064399407
870,"vynést",2623,26.0118727588436
871,"zajet",2621,25.9920390777465
872,"vysílat",2620,25.982122237198
873,"prohodit",2615,25.9325380344552
874,"uzavírat",2613,25.9127043533581
875,"povzdechnout",2604,25.8234527884212
876,"létat",2592,25.7044507018386
877,"putovat",2589,25.674700180193
878,"čerpat",2588,25.6647833396444
879,"vyplnit",2583,25.6151991369017
880,"shodnout",2581,25.5953654558046
881,"riskovat",2580,25.585448615256
882,"ulevit",2571,25.4961970503191
883,"pronikat",2568,25.4664465286734
884,"vznášet",2567,25.4565296881249
885,"šeptat",2564,25.4267791664792
886,"unést",2563,25.4168623259307
887,"malovat",2552,25.3077770798967
888,"zastřelit",2551,25.2978602393481
889,"připouštět",2549,25.278026558251
890,"ignorovat",2547,25.2581928771539
891,"uplynout",2542,25.2086086744112
892,"zastávat",2536,25.1491076311199
893,"vypovídat",2534,25.1292739500228
894,"přibývat",2532,25.1094402689257
895,"zmocnit",2526,25.0499392256344
896,"budit",2525,25.0400223850858
897,"zobrazit",2524,25.0301055445373
898,"zvažovat",2522,25.0102718634402
899,"shrnout",2522,25.0102718634402
900,"slušet",2519,24.9805213417945
901,"zakrýt",2515,24.9408539796003
902,"oslavit",2513,24.9210202985032
903,"sestavit",2511,24.9011866174062
904,"předcházet",2509,24.8813529363091
905,"rozbít",2503,24.8218518930178
906,"vyslat",2501,24.8020182119207
907,"rozlišovat",2485,24.6433487631439
908,"pozdravit",2476,24.5540971982069
909,"identifikovat",2475,24.5441803576584
910,"obléknout",2475,24.5441803576584
911,"odvolat",2472,24.5144298360127
912,"uchopit",2471,24.5045129954642
913,"vypracovat",2464,24.4350951116244
914,"zdobit",2458,24.3755940683331
915,"vyběhnout",2451,24.3061761844932
916,"reprezentovat",2449,24.2863425033961
917,"postrádat",2449,24.2863425033961
918,"vystudovat",2449,24.2863425033961
919,"náležet",2448,24.2764256628476
920,"zacházet",2439,24.1871740979106
921,"utrpět",2438,24.1772572573621
922,"přinutit",2436,24.157423576265
923,"pojmenovat",2435,24.1475067357164
924,"probírat",2431,24.1078393735222
925,"zakládat",2424,24.0384214896824
926,"aplikovat",2423,24.0285046491339
927,"vydělávat",2423,24.0285046491339
928,"vzhlédnout",2423,24.0285046491339
929,"děsit",2415,23.9491699247455
930,"odjíždět",2410,23.8995857220027
931,"ohrožovat",2406,23.8599183598085
932,"přistupovat",2401,23.8103341570658
933,"prodloužit",2398,23.7805836354201
934,"přibližovat",2396,23.760749954323
935,"organizovat",2394,23.7409162732259
936,"cvičit",2394,23.7409162732259
937,"projíždět",2391,23.7111657515803
938,"vymýšlet",2390,23.7012489110317
939,"uvařit",2388,23.6814152299346
940,"smířit",2387,23.6714983893861
941,"vlastnit",2384,23.6417478677404
942,"zatknout",2383,23.6318310271919
943,"spadat",2382,23.6219141866433
944,"pociťovat",2379,23.5921636649977
945,"ohlédnout",2379,23.5921636649977
946,"vstávat",2375,23.5524963028035
947,"propojit",2375,23.5524963028035
948,"tahat",2363,23.4334942162209
949,"ponořit",2360,23.4037436945753
950,"řvát",2358,23.3839100134782
951,"schovávat",2357,23.3739931729296
952,"vystřelit",2352,23.3244089701869
953,"převést",2351,23.3144921296383
954,"odvětit",2347,23.2748247674441
955,"zazvonit",2346,23.2649079268956
956,"pohladit",2343,23.2351574052499
957,"zadat",2343,23.2351574052499
958,"naložit",2337,23.1756563619587
959,"líbat",2335,23.1558226808616
960,"bít",2331,23.1161553186674
961,"rozsvítit",2327,23.0764879564732
962,"předávat",2326,23.0665711159246
963,"pokrývat",2323,23.036820594279
964,"zahynout",2311,22.9178185076964
965,"sehrát",2309,22.8979848265993
966,"hladit",2302,22.8285669427594
967,"vyžádat",2300,22.8087332616623
968,"publikovat",2298,22.7888995805652
969,"vyvést",2297,22.7789827400167
970,"chytat",2296,22.7690658994681
971,"odebrat",2294,22.749232218371
972,"ochránit",2288,22.6897311750798
973,"zapnout",2284,22.6500638128856
974,"klepnout",2281,22.6203132912399
975,"zlepšovat",2277,22.5806459290457
976,"udělit",2276,22.5707290884972
977,"vyhledat",2273,22.5409785668515
978,"potrestat",2271,22.5211448857544
979,"nabrat",2271,22.5211448857544
980,"zabíjet",2270,22.5112280452059
981,"kombinovat",2269,22.5013112046573
982,"brečet",2263,22.441810161366
983,"zaskočit",2260,22.4120596397204
984,"narážet",2257,22.3823091180747
985,"zřídit",2251,22.3228080747834
986,"odpočinout",2247,22.2831407125893
987,"vyzvednout",2247,22.2831407125893
988,"mávat",2246,22.2732238720407
989,"ujít",2246,22.2732238720407
990,"otvírat",2245,22.2633070314922
991,"vyndat",2236,22.1740554665552
992,"oženit",2235,22.1641386260067
993,"zavírat",2234,22.1542217854581
994,"posilovat",2226,22.0748870610697
995,"podléhat",2220,22.0153860177784
996,"sídlit",2214,21.9558849744871
997,"ohlásit",2213,21.9459681339386
998,"natáčet",2213,21.9459681339386
999,"vrhat",2209,21.9063007717444
1000,"donést",2207,21.8864670906473
1001,"krást",2205,21.8666334095502
1002,"orientovat",2192,21.7377144824191
1003,"vézt",2188,21.6980471202249
1004,"hnout",2184,21.6583797580307
1005,"ničit",2181,21.628629236385
1006,"vytrhnout",2180,21.6187123958365
1007,"vyhovět",2176,21.5790450336423
1008,"nakoupit",2171,21.5294608308995
1009,"spáchat",2171,21.5294608308995
1010,"vídat",2171,21.5294608308995
1011,"rozhlížet",2171,21.5294608308995
1012,"nahlédnout",2170,21.519543990351
1013,"honit",2169,21.5096271498024
1014,"obtěžovat",2163,21.4501261065112
1015,"zavěsit",2160,21.4203755848655
1016,"vyčítat",2156,21.3807082226713
1017,"míjet",2155,21.3707913821228
1018,"přistát",2155,21.3707913821228
1019,"nastupovat",2155,21.3707913821228
1020,"přihodit",2154,21.3608745415742
1021,"spočítat",2145,21.2716229766373
1022,"uznávat",2142,21.2418724549916
1023,"urazit",2140,21.2220387738945
1024,"odtáhnout",2140,21.2220387738945
1025,"produkovat",2140,21.2220387738945
1026,"tajit",2138,21.2022050927974
1027,"odpočívat",2124,21.0633693251177
1028,"porozumět",2118,21.0038682818265
1029,"zažívat",2117,20.9939514412779
1030,"citovat",2116,20.9840346007294
1031,"kroutit",2113,20.9542840790837
1032,"vrazit",2111,20.9344503979866
1033,"opatřit",2107,20.8947830357924
1034,"hájit",2106,20.8848661952439
1035,"těžit",2105,20.8749493546953
1036,"skákat",2104,20.8650325141468
1037,"chytnout",2104,20.8650325141468
1038,"přiložit",2096,20.7856977897584
1039,"vozit",2094,20.7658641086613
1040,"zpracovávat",2092,20.7460304275642
1041,"lámat",2089,20.7162799059185
1042,"vykročit",2080,20.6270283409816
1043,"dotáhnout",2078,20.6071946598845
1044,"vyhrknout",2077,20.597277819336
1045,"zalít",2075,20.5774441382389
1046,"shánět",2075,20.5774441382389
1047,"nadávat",2075,20.5774441382389
1048,"pečovat",2074,20.5675272976903
1049,"rozpoznat",2072,20.5476936165932
1050,"odstartovat",2072,20.5476936165932
1051,"vystavovat",2072,20.5476936165932
1052,"důvěřovat",2071,20.5377767760447
1053,"vyhledávat",2068,20.508026254399
1054,"kopat",2066,20.4881925733019
1055,"potlačit",2066,20.4881925733019
1056,"stahovat",2065,20.4782757327534
1057,"protestovat",2059,20.4187746894621
1058,"zaútočit",2054,20.3691904867193
1059,"zhroutit",2052,20.3493568056222
1060,"péci",2050,20.3295231245251
1061,"dokládat",2049,20.3196062839766
1062,"rozeznat",2048,20.309689443428
1063,"zpomalit",2043,20.2601052406853
1064,"nadchnout",2039,20.2204378784911
1065,"vypustit",2034,20.1708536757484
1066,"skrýt",2030,20.1311863135542
1067,"pronásledovat",2030,20.1311863135542
1068,"prát",2028,20.1113526324571
1069,"narušit",2026,20.09151895136
1070,"vynechat",2023,20.0617684297143
1071,"posoudit",2022,20.0518515891658
1072,"podnikat",2021,20.0419347486172
1073,"rozložit",2019,20.0221010675201
1074,"otřít",2018,20.0121842269716
1075,"vyznat",2016,19.9923505458745
1076,"chvět",2014,19.9725168647774
1077,"připsat",2010,19.9328495025832
1078,"vyděsit",2003,19.8634316187433
1079,"zabírat",2002,19.8535147781948
1080,"sázet",2001,19.8435979376462
1081,"zahrnout",2000,19.8336810970977
1082,"zabalit",2000,19.8336810970977
1083,"otřást",1996,19.7940137349035
1084,"vyhnat",1987,19.7047621699666
1085,"zrodit",1977,19.6055937644811
1086,"analyzovat",1977,19.6055937644811
1087,"vzpamatovat",1975,19.585760083384
1088,"dominovat",1974,19.5758432428354
1089,"mávnout",1970,19.5361758806412
1090,"zapadnout",1969,19.5262590400927
1091,"prozrazovat",1966,19.496508518447
1092,"spokojit",1959,19.4270906346072
1093,"nabýt",1957,19.4072569535101
1094,"vytahovat",1957,19.4072569535101
1095,"vyptávat",1957,19.4072569535101
1096,"pojmout",1956,19.3973401129615
1097,"vyšetřovat",1955,19.387423272413
1098,"shodovat",1953,19.3675895913159
1099,"posuzovat",1953,19.3675895913159
1100,"proudit",1949,19.3279222291217
1101,"sjet",1948,19.3180053885731
1102,"zaváhat",1947,19.3080885480246
1103,"usednout",1944,19.278338026379
1104,"nastávat",1940,19.2386706641848
1105,"podniknout",1938,19.2188369830877
1106,"shromáždit",1937,19.2089201425391
1107,"vyrážet",1937,19.2089201425391
1108,"zamračit",1936,19.1990033019906
1109,"naplňovat",1934,19.1791696208935
1110,"lovit",1933,19.1692527803449
1111,"startovat",1929,19.1295854181507
1112,"obléci",1929,19.1295854181507
1113,"odrazit",1929,19.1295854181507
1114,"porušit",1927,19.1097517370536
1115,"vylučovat",1923,19.0700843748594
1116,"zdržet",1921,19.0502506937623
1117,"přesahovat",1915,18.990749650471
1118,"rozejít",1913,18.9709159693739
1119,"ochutnat",1911,18.9510822882768
1120,"mrknout",1910,18.9411654477283
1121,"hlasovat",1909,18.9312486071797
1122,"potýkat",1900,18.8419970422428
1123,"zbláznit",1898,18.8221633611457
1124,"naplánovat",1897,18.8122465205972
1125,"přísahat",1897,18.8122465205972
1126,"instalovat",1897,18.8122465205972
1127,"zobrazovat",1896,18.8023296800486
1128,"zařvat",1895,18.7924128395001
1129,"zatáhnout",1894,18.7824959989515
1130,"oblékat",1891,18.7527454773059
1131,"srovnávat",1890,18.7428286367573
1132,"zastupovat",1883,18.6734107529175
1133,"přijíždět",1882,18.6634939123689
1134,"obětovat",1882,18.6634939123689
1135,"vyčistit",1873,18.574242347432
1136,"potkávat",1867,18.5147413041407
1137,"doprovodit",1867,18.5147413041407
1138,"pohřbít",1864,18.484990782495
1139,"vylepšit",1863,18.4750739419465
1140,"poukazovat",1859,18.4354065797523
1141,"odvádět",1857,18.4155728986552
1142,"vzdychnout",1855,18.3957392175581
1143,"přepadnout",1854,18.3858223770096
1144,"chválit",1853,18.375905536461
1145,"darovat",1853,18.375905536461
1146,"zamávat",1846,18.3064876526212
1147,"spravovat",1842,18.266820290427
1148,"počít",1842,18.266820290427
1149,"spálit",1840,18.2469866093299
1150,"zaplnit",1840,18.2469866093299
1151,"útočit",1838,18.2271529282328
1152,"fotit",1838,18.2271529282328
1153,"uvítat",1837,18.2172360876842
1154,"upřesnit",1835,18.1974024065871
1155,"kreslit",1835,18.1974024065871
1156,"čistit",1834,18.1874855660386
1157,"zvážit",1832,18.1676518849415
1158,"bušit",1831,18.1577350443929
1159,"testovat",1831,18.1577350443929
1160,"opáčit",1826,18.1081508416502
1161,"stíhat",1822,18.068483479456
1162,"vzdálit",1822,18.068483479456
1163,"ukrývat",1822,18.068483479456
1164,"financovat",1822,18.068483479456
1165,"poučit",1819,18.0387329578103
1166,"zdržovat",1813,17.9792319145191
1167,"udávat",1812,17.9693150739705
1168,"závidět",1805,17.8998971901307
1169,"odolat",1803,17.8800635090336
1170,"nahrazovat",1803,17.8800635090336
1171,"stěhovat",1794,17.7908119440966
1172,"zastavovat",1790,17.7511445819024
1173,"nudit",1789,17.7412277413539
1174,"pověsit",1787,17.7213940602568
1175,"vykonat",1780,17.6519761764169
1176,"plout",1780,17.6519761764169
1177,"promítat",1778,17.6321424953198
1178,"zareagovat",1777,17.6222256547713
1179,"rozmyslet",1776,17.6123088142228
1180,"probouzet",1775,17.6023919736742
1181,"zapadat",1772,17.5726414520286
1182,"formulovat",1771,17.56272461148
1183,"zasadit",1771,17.56272461148
1184,"nakrájet",1771,17.56272461148
1185,"válet",1770,17.5528077709315
1186,"vybavovat",1767,17.5230572492858
1187,"vychovávat",1761,17.4635562059945
1188,"svést",1759,17.4437225248974
1189,"vyložit",1754,17.3941383221547
1190,"vypořádat",1750,17.3544709599605
1191,"obklopovat",1750,17.3544709599605
1192,"vzbuzovat",1748,17.3346372788634
1193,"podržet",1746,17.3148035977663
1194,"sklouznout",1741,17.2652193950235
1195,"odlišovat",1739,17.2453857139264
1196,"zhasnout",1737,17.2255520328293
1197,"umýt",1735,17.2057183517322
1198,"osvobodit",1735,17.2057183517322
1199,"odhodit",1730,17.1561341489895
1200,"stvořit",1727,17.1263836273439
1201,"motivovat",1725,17.1065499462468
1202,"zastoupit",1723,17.0867162651497
1203,"napravit",1722,17.0767994246011
1204,"pominout",1722,17.0767994246011
1205,"namířit",1722,17.0767994246011
1206,"vyšplhat",1722,17.0767994246011
1207,"nalézat",1721,17.0668825840526
1208,"obklopit",1717,17.0272152218584
