order,lemma,frequency,ipm
"1040","oprostit","251"
"1041","zastřelit","251"
"1042","dodržovat","249"
"1043","políbit","248"
"1044","odkládat","248"
"1045","dovážet","247"
"1046","utěšovat","247"
"1047","adaptovat","246"
"1048","hojit","246"
"1049","zděsit","246"
"1050","vyšvihnout","245"
"1051","rozprostřít","245"
"1052","scvrknout","245"
"1053","otírat","244"
"1054","přimět","244"
"1055","zkroutit","244"
"1056","určovat","244"
"1057","potvrzovat","243"
"1058","vrtět","243"
"1059","přestávat","243"
"1060","klenout","242"
"1061","zavádět","242"
"1062","posuzovat","241"
"1063","zahojit","241"
"1064","sedět","241"
"1065","vyžívat","241"
"1066","podlomit","241"
"1067","nadechovat","241"
"1068","protlačit","241"
"1069","snoubit","240"
"1070","zaregistrovat","240"
"1071","kontrolovat","239"
"1072","klonit","239"
"1073","zkoumat","239"
"1074","vyřádit","238"
"1075","hrbit","237"
"1076","rozchechtat","237"
"1077","naplňovat","237"
"1078","zatoulat","237"
"1079","zpovídat","237"
"1080","pozastavit","237"
"1081","vrýt","236"
"1082","vyměnit","236"
"1083","vyrojit","236"
"1084","sesunout","236"
"1085","zhrozit","235"
"1086","získat","235"
"1087","zrušit","233"
"1088","trhat","233"
"1089","stravovat","233"
"1090","poštěstit","232"
"1091","zavěsit","232"
"1092","udělovat","231"
"1093","kývat","231"
"1094","dosahovat","231"
"1095","odvracet","231"
"1096","vetřít","231"
"1097","vršit","231"
"1098","přidržet","231"
"1099","testovat","231"
"1100","culit","230"
"1101","zodpovídat","230"
"1102","rozjasnit","230"
"1103","stabilizovat","230"
"1104","zachechtat","229"
"1105","dědit","229"
"1106","nahromadit","228"
"1107","překulit","228"
"1108","převlékat","227"
"1109","osamostatnit","226"
"1110","zarýt","226"
"1111","mačkat","226"
"1112","utišit","226"
"1113","vymluvit","226"
"1114","oddělovat","225"
"1115","poslouchat","225"
"1116","odhalit","225"
"1117","opovážit","225"
"1118","čistit","225"
"1119","zrychlovat","225"
"1120","štítit","224"
"1121","plácat","224"
"1122","napojit","224"
"1123","sprchovat","223"
"1124","nadchnout","223"
"1125","zastávat","223"
"1126","obnovovat","223"
"1127","slučovat","223"
"1128","vylíhnout","222"
"1129","svažovat","222"
"1130","poklonit","221"
"1131","transformovat","221"
"1132","zjišťovat","220"
"1133","prohnout","220"
"1134","vysmrkat","220"
"1135","pídit","219"
"1136","krátit","219"
"1137","lepšit","219"
"1138","vloudit","219"
"1139","ploužit","219"
"1140","pověsit","219"
"1141","obchodovat","219"
"1142","vzpamatovávat","218"
"1143","vnucovat","218"
"1144","naskýtat","218"
"1145","zasnít","217"
"1146","zahihňat","217"
"1147","rozestoupit","217"
"1148","upírat","217"
"1149","mínit","217"
"1150","pozastavovat","216"
"1151","zasazovat","216"
"1152","různit","216"
"1153","vyslovovat","216"
"1154","opovažovat","216"
"1155","vstupovat","216"
"1156","prosit","215"
"1157","vzdouvat","215"
"1158","dotazovat","215"
"1159","rozmáchnout","215"
"1160","zavést","214"
"1161","kupit","214"
"1162","rozmýšlet","214"
"1163","vyprázdnit","213"
"1164","započítávat","213"
"1165","vcítit","213"
"1166","roztočit","213"
"1167","prostírat","213"
"1168","navracet","213"
"1169","trestat","213"
"1170","nenávidět","212"
"1171","pokřižovat","212"
"1172","zkomplikovat","212"
"1173","přiřítit","212"
"1174","vymrštit","211"
"1175","nahnout","211"
"1176","vplížit","211"
"1177","zaklonit","211"
"1178","kácet","210"
"1179","bořit","210"
"1180","montovat","210"
"1181","utvořit","209"
"1182","roztahovat","209"
"1183","odlišit","209"
"1184","přerušit","207"
"1185","ostýchat","207"
"1186","proslýchat","207"
"1187","shýbnout","207"
"1188","rozzuřit","207"
"1189","uklidňovat","206"
"1190","ujímat","206"
"1191","chichotat","206"
"1192","krmit","205"
"1193","opíjet","205"
"1194","zamknout","205"
"1195","skutálet","205"
"1196","přimlouvat","205"
"1197","zalít","204"
"1198","dovést","204"
"1199","přepnout","204"
"1200","odvděčit","204"
