"order","lemma","reflexive_frequency","reflexive_ipm"
1524,"respektovat",134,1.32885663350555
1525,"vynasnažit",133,1.318939792957
1526,"vyčerpávat",133,1.318939792957
1527,"párat",133,1.318939792957
1528,"vnímat",133,1.318939792957
1529,"vyhrotit",133,1.318939792957
1530,"nasnídat",133,1.318939792957
1531,"lyžovat",132,1.30902295240845
1532,"pootočit",132,1.30902295240845
1533,"vymezit",132,1.30902295240845
1534,"odporoučet",132,1.30902295240845
1535,"mazat",132,1.30902295240845
1536,"podlamovat",132,1.30902295240845
1537,"dorozumívat",132,1.30902295240845
1538,"spiknout",132,1.30902295240845
1539,"proplést",132,1.30902295240845
1540,"ježit",132,1.30902295240845
1541,"zakusovat",132,1.30902295240845
1542,"obohatit",132,1.30902295240845
1543,"označit",132,1.30902295240845
1544,"porovnávat",131,1.2991061118599
1545,"znepokojovat",131,1.2991061118599
1546,"obdivovat",131,1.2991061118599
1547,"mihotat",131,1.2991061118599
1548,"zatřást",131,1.2991061118599
1549,"vnořit",131,1.2991061118599
1550,"hrozit",131,1.2991061118599
1551,"posilovat",131,1.2991061118599
1552,"odpojit",131,1.2991061118599
1553,"uchovávat",130,1.28918927131135
1554,"soukat",130,1.28918927131135
1555,"nasoukat",130,1.28918927131135
1556,"užírat",130,1.28918927131135
1557,"prokousávat",130,1.28918927131135
1558,"šinout",129,1.2792724307628
1559,"přitahovat",129,1.2792724307628
1560,"umísťovat",129,1.2792724307628
1561,"debatovat",129,1.2792724307628
1562,"navrhovat",129,1.2792724307628
1563,"bydlet",128,1.26935559021425
1564,"balit",128,1.26935559021425
1565,"semlít",128,1.26935559021425
1566,"vtírat",128,1.26935559021425
1567,"vydrápat",128,1.26935559021425
1568,"ohrazovat",128,1.26935559021425
1569,"dbát",128,1.26935559021425
1570,"rozmnožit",128,1.26935559021425
1571,"vstřebávat",127,1.2594387496657
1572,"podělat",127,1.2594387496657
1573,"vyklánět",127,1.2594387496657
1574,"zdokonalit",127,1.2594387496657
1575,"zaplétat",127,1.2594387496657
1576,"zamykat",127,1.2594387496657
1577,"vysmeknout",127,1.2594387496657
1578,"osopit",126,1.24952190911715
1579,"pokrýt",126,1.24952190911715
1580,"roztančit",126,1.24952190911715
1581,"řezat",126,1.24952190911715
1582,"rozechvět",126,1.24952190911715
1583,"přikrást",126,1.24952190911715
1584,"vzmoci",126,1.24952190911715
1585,"zamilovávat",125,1.23960506856861
1586,"nalézt",125,1.23960506856861
1587,"toužit",125,1.23960506856861
1588,"plácnout",125,1.23960506856861
1589,"vláčet",125,1.23960506856861
1590,"vpíjet",125,1.23960506856861
1591,"organizovat",124,1.22968822802006
1592,"barvit",124,1.22968822802006
1593,"stresovat",124,1.22968822802006
1594,"vsáknout",124,1.22968822802006
1595,"studovat",124,1.22968822802006
1596,"vyzpovídat",123,1.21977138747151
1597,"narušit",123,1.21977138747151
1598,"zařazovat",123,1.21977138747151
1599,"zapínat",123,1.21977138747151
1600,"koulet",123,1.21977138747151
1601,"zvládnout",123,1.21977138747151
1602,"rozednívat",123,1.21977138747151
1603,"servírovat",123,1.21977138747151
1604,"nafouknout",123,1.21977138747151
1605,"dopátrat",122,1.20985454692296
1606,"prolomit",122,1.20985454692296
1607,"vmáčknout",122,1.20985454692296
1608,"obviňovat",122,1.20985454692296
1609,"určit",122,1.20985454692296
1610,"odhalovat",122,1.20985454692296
1611,"dopravit",121,1.19993770637441
1612,"integrovat",121,1.19993770637441
1613,"naježit",121,1.19993770637441
1614,"uhodit",121,1.19993770637441
1615,"doplazit",121,1.19993770637441
1616,"zarývat",121,1.19993770637441
1617,"stylizovat",121,1.19993770637441
1618,"otřepat",120,1.19002086582586
1619,"umírat",120,1.19002086582586
1620,"vměšovat",120,1.19002086582586
1621,"skloňovat",119,1.18010402527731
1622,"zachovávat",119,1.18010402527731
1623,"popasovat",119,1.18010402527731
1624,"uhnízdit",119,1.18010402527731
1625,"přetočit",119,1.18010402527731
1626,"napojovat",119,1.18010402527731
1627,"pojistit",119,1.18010402527731
1628,"propracovávat",119,1.18010402527731
1629,"zabrat",119,1.18010402527731
1630,"odbýt",119,1.18010402527731
1631,"upřít",119,1.18010402527731
1632,"volat",118,1.17018718472876
1633,"nalepit",118,1.17018718472876
1634,"pořezat",118,1.17018718472876
1635,"dovléci",118,1.17018718472876
1636,"vysunout",118,1.17018718472876
1637,"zpotit",118,1.17018718472876
1638,"převádět",118,1.17018718472876
1639,"odplížit",118,1.17018718472876
1640,"ničit",117,1.16027034418021
1641,"převracet",117,1.16027034418021
1642,"litovat",117,1.16027034418021
1643,"navštěvovat",116,1.15035350363167
1644,"trénovat",116,1.15035350363167
1645,"vyznávat",116,1.15035350363167
1646,"zapřísahat",116,1.15035350363167
1647,"nakládat",116,1.15035350363167
1648,"odklonit",116,1.15035350363167
1649,"nabíjet",116,1.15035350363167
1650,"ládovat",116,1.15035350363167
1651,"chumelit",115,1.14043666308312
1652,"přejíst",115,1.14043666308312
1653,"čerpat",115,1.14043666308312
1654,"přemýšlet",115,1.14043666308312
1655,"říkávat",115,1.14043666308312
1656,"pošklebovat",115,1.14043666308312
1657,"vyjevit",115,1.14043666308312
1658,"běhat",115,1.14043666308312
1659,"zvracet",114,1.13051982253457
1660,"zakuckat",114,1.13051982253457
1661,"odmítnout",114,1.13051982253457
1662,"unášet",114,1.13051982253457
1663,"dospět",114,1.13051982253457
1664,"zachumlat",113,1.12060298198602
1665,"rozprsknout",113,1.12060298198602
1666,"stírat",113,1.12060298198602
1667,"uzdravovat",113,1.12060298198602
1668,"odložit",113,1.12060298198602
1669,"připoutat",113,1.12060298198602
1670,"zvrátit",113,1.12060298198602
1671,"vsakovat",112,1.11068614143747
1672,"promíchat",112,1.11068614143747
1673,"loupat",112,1.11068614143747
1674,"nalodit",112,1.11068614143747
1675,"polepšit",112,1.11068614143747
1676,"vyzvracet",111,1.10076930088892
1677,"smíchat",111,1.10076930088892
1678,"dopravovat",111,1.10076930088892
1679,"převrhnout",111,1.10076930088892
1680,"přivítat",111,1.10076930088892
1681,"vyplížit",111,1.10076930088892
1682,"zaříznout",111,1.10076930088892
1683,"přisunout",111,1.10076930088892
1684,"dokončit",111,1.10076930088892
1685,"dojít",111,1.10076930088892
1686,"konzumovat",111,1.10076930088892
1687,"smršťovat",111,1.10076930088892
1688,"zvažovat",110,1.09085246034037
1689,"naparovat",110,1.09085246034037
1690,"probít",110,1.09085246034037
1691,"sbližovat",110,1.09085246034037
1692,"zatřpytit",109,1.08093561979182
1693,"poskládat",109,1.08093561979182
1694,"vymočit",109,1.08093561979182
1695,"pootevřít",109,1.08093561979182
1696,"vymotat",109,1.08093561979182
1697,"zadařit",109,1.08093561979182
1698,"závodit",109,1.08093561979182
1699,"upevňovat",109,1.08093561979182
1700,"rozpakovat",108,1.07101877924328
1701,"rozkročit",108,1.07101877924328
1702,"překvapit",108,1.07101877924328
1703,"ustavit",108,1.07101877924328
1704,"zamezit",108,1.07101877924328
1705,"připouštět",107,1.06110193869473
1706,"nadouvat",107,1.06110193869473
1707,"vyhlašovat",107,1.06110193869473
1708,"nahrazovat",107,1.06110193869473
1709,"praktikovat",107,1.06110193869473
1710,"navázat",107,1.06110193869473
1711,"zatěžovat",107,1.06110193869473
1712,"odvázat",107,1.06110193869473
1713,"urychlit",107,1.06110193869473
1714,"courat",106,1.05118509814618
1715,"přejídat",106,1.05118509814618
1716,"blyštět",106,1.05118509814618
1717,"přemoci",106,1.05118509814618
1718,"manipulovat",106,1.05118509814618
1719,"házet",106,1.05118509814618
1720,"izolovat",106,1.05118509814618
1721,"nabourat",106,1.05118509814618
1722,"spolupracovat",106,1.05118509814618
1723,"natřásat",106,1.05118509814618
1724,"přetvařovat",105,1.04126825759763
1725,"zelenat",105,1.04126825759763
1726,"zpronevěřit",105,1.04126825759763
1727,"pohoršovat",105,1.04126825759763
1728,"přihlašovat",105,1.04126825759763
1729,"vyvléknout",105,1.04126825759763
1730,"protloukat",104,1.03135141704908
1731,"nakupovat",104,1.03135141704908
1732,"znelíbit",104,1.03135141704908
1733,"rozštěkat",104,1.03135141704908
1734,"vykrást",104,1.03135141704908
1735,"rozčilit",104,1.03135141704908
1736,"vyrušit",104,1.03135141704908
1737,"odpovídat",103,1.02143457650053
1738,"pnout",103,1.02143457650053
1739,"odpařit",103,1.02143457650053
1740,"pohřešovat",102,1.01151773595198
1741,"proběhnout",102,1.01151773595198
1742,"bývat",102,1.01151773595198
1743,"družit",102,1.01151773595198
1744,"třepetat",102,1.01151773595198
1745,"vybudovat",102,1.01151773595198
1746,"rozskočit",101,1.00160089540343
1747,"vyčistit",101,1.00160089540343
1748,"tlouci",101,1.00160089540343
1749,"převést",101,1.00160089540343
1750,"přepočítat",101,1.00160089540343
1751,"dostavět",101,1.00160089540343
1752,"přihlížet",101,1.00160089540343
1753,"odklánět",101,1.00160089540343
1754,"přepínat",101,1.00160089540343
1755,"spolupodílet",101,1.00160089540343
1756,"přejít",100,0.991684054854885
1757,"přistoupit",100,0.991684054854885
1758,"přikládat",100,0.991684054854885
1759,"zakoukat",100,0.991684054854885
1760,"rozpršet",100,0.991684054854885
1761,"podrobovat",100,0.991684054854885
1762,"ostříhat",100,0.991684054854885
1763,"zahrabat",100,0.991684054854885
1764,"domýšlet",100,0.991684054854885
1765,"zatvrdit",100,0.991684054854885
1766,"shýbat",100,0.991684054854885
1767,"dorozumět",100,0.991684054854885
1768,"rozplácnout",100,0.991684054854885
1769,"smrákat",100,0.991684054854885
1770,"zachytávat",99,0.981767214306336
1771,"přidružit",99,0.981767214306336
1772,"rozestupovat",99,0.981767214306336
1773,"rozutéci",99,0.981767214306336
1774,"protnout",99,0.981767214306336
1775,"plakat",99,0.981767214306336
1776,"podceňovat",99,0.981767214306336
1777,"minimalizovat",99,0.981767214306336
1778,"kumulovat",99,0.981767214306336
1779,"naladit",98,0.971850373757787
1780,"přemisťovat",98,0.971850373757787
1781,"zařeknout",98,0.971850373757787
1782,"uvařit",98,0.971850373757787
1783,"přimluvit",98,0.971850373757787
1784,"přeměňovat",98,0.971850373757787
1785,"roztékat",98,0.971850373757787
1786,"omrzet",98,0.971850373757787
1787,"obohacovat",98,0.971850373757787
1788,"rozvzlykat",98,0.971850373757787
1789,"rozsvěcovat",98,0.971850373757787
1790,"mlčet",98,0.971850373757787
1791,"přiřadit",98,0.971850373757787
1792,"ověřovat",98,0.971850373757787
1793,"urovnat",97,0.961933533209238
1794,"financovat",97,0.961933533209238
1795,"lopotit",97,0.961933533209238
1796,"potáhnout",97,0.961933533209238
1797,"udeřit",97,0.961933533209238
1798,"vychýlit",97,0.961933533209238
1799,"pohlížet",97,0.961933533209238
1800,"vyměňovat",97,0.961933533209238
1801,"létat",97,0.961933533209238
1802,"veselit",96,0.952016692660689
1803,"mlít",96,0.952016692660689
1804,"kopat",96,0.952016692660689
1805,"strkat",96,0.952016692660689
1806,"křižovat",96,0.952016692660689
1807,"odstřihnout",96,0.952016692660689
1808,"cestovat",96,0.952016692660689
1809,"vyprazdňovat",96,0.952016692660689
1810,"prosmýknout",96,0.952016692660689
1811,"pozvednout",96,0.952016692660689
1812,"dražit",96,0.952016692660689
1813,"odpařovat",96,0.952016692660689
1814,"přeptat",96,0.952016692660689
1815,"slunit",96,0.952016692660689
1816,"vypovídat",96,0.952016692660689
1817,"potrhat",96,0.952016692660689
1818,"odreagovat",96,0.952016692660689
1819,"zklamat",96,0.952016692660689
1820,"odkazovat",95,0.94209985211214
1821,"vybít",95,0.94209985211214
1822,"fotografovat",95,0.94209985211214
1823,"trefovat",95,0.94209985211214
1824,"namazat",95,0.94209985211214
1825,"odradit",95,0.94209985211214
1826,"pochechtávat",95,0.94209985211214
1827,"sestavovat",95,0.94209985211214
1828,"vyhodit",95,0.94209985211214
1829,"přepravovat",94,0.932183011563591
1830,"odšourat",94,0.932183011563591
1831,"vytírat",94,0.932183011563591
1832,"prášit",94,0.932183011563591
1833,"scvrkávat",94,0.932183011563591
1834,"hřát",94,0.932183011563591
1835,"unést",94,0.932183011563591
1836,"zaplňovat",94,0.932183011563591
1837,"roztavit",93,0.922266171015043
1838,"halit",93,0.922266171015043
1839,"chvástat",93,0.922266171015043
1840,"probíjet",93,0.922266171015043
1841,"rozmáhat",93,0.922266171015043
1842,"nakupit",93,0.922266171015043
1843,"ohlašovat",93,0.922266171015043
1844,"promluvit",93,0.922266171015043
1845,"rozepisovat",93,0.922266171015043
1846,"prohlašovat",93,0.922266171015043
1847,"navážet",93,0.922266171015043
1848,"vyplňovat",93,0.922266171015043
1849,"upevnit",93,0.922266171015043
1850,"vstát",92,0.912349330466494
1851,"vznítit",92,0.912349330466494
1852,"zajíkat",92,0.912349330466494
1853,"vstávat",92,0.912349330466494
1854,"vyzbrojit",92,0.912349330466494
1855,"zabydlovat",91,0.902432489917945
1856,"klátit",91,0.902432489917945
1857,"utvrdit",91,0.902432489917945
1858,"krotit",91,0.902432489917945
1859,"navečeřet",91,0.902432489917945
1860,"nahrbit",91,0.902432489917945
1861,"šeptat",91,0.902432489917945
1862,"přikrýt",91,0.902432489917945
1863,"přehřívat",90,0.892515649369396
1864,"posilnit",90,0.892515649369396
1865,"násobit",90,0.892515649369396
1866,"rozehrát",90,0.892515649369396
1867,"přivinout",90,0.892515649369396
1868,"zamanout",90,0.892515649369396
1869,"uklízet",90,0.892515649369396
1870,"brečet",90,0.892515649369396
1871,"deformovat",90,0.892515649369396
1872,"uculovat",89,0.882598808820847
1873,"vyřinout",89,0.882598808820847
1874,"razit",88,0.872681968272298
1875,"zavrtávat",88,0.872681968272298
1876,"svést",88,0.872681968272298
1877,"zdobit",88,0.872681968272298
1878,"konstatovat",88,0.872681968272298
1879,"proplížit",88,0.872681968272298
1880,"znemožnit",88,0.872681968272298
1881,"osvěžit",88,0.872681968272298
1882,"rozlézat",88,0.872681968272298
1883,"přeorientovat",88,0.872681968272298
1884,"rozmyslet",88,0.872681968272298
1885,"hejbat",88,0.872681968272298
1886,"občerstvit",88,0.872681968272298
1887,"očkovat",88,0.872681968272298
1888,"ošít",87,0.862765127723749
1889,"znásobit",87,0.862765127723749
1890,"dobelhat",87,0.862765127723749
1891,"ubezpečit",87,0.862765127723749
1892,"vypařovat",87,0.862765127723749
1893,"protočit",87,0.862765127723749
1894,"nalévat",87,0.862765127723749
1895,"nalíčit",87,0.862765127723749
1896,"smažit",87,0.862765127723749
1897,"sečíst",87,0.862765127723749
1898,"rekonstruovat",87,0.862765127723749
1899,"rozdrnčet",87,0.862765127723749
1900,"předkládat",87,0.862765127723749
1901,"poranit",86,0.852848287175201
1902,"odtahovat",86,0.852848287175201
1903,"svlíknout",86,0.852848287175201
1904,"učesat",86,0.852848287175201
1905,"lovit",86,0.852848287175201
1906,"zaznamenávat",86,0.852848287175201
1907,"odnaučit",86,0.852848287175201
1908,"docílit",86,0.852848287175201
1909,"napravit",86,0.852848287175201
1910,"překonávat",86,0.852848287175201
1911,"zaskvět",86,0.852848287175201
1912,"doprošovat",86,0.852848287175201
1913,"překonat",85,0.842931446626652
1914,"drápat",85,0.842931446626652
1915,"zasunout",85,0.842931446626652
1916,"vypravovat",85,0.842931446626652
1917,"zdávat",85,0.842931446626652
1918,"rouhat",85,0.842931446626652
1919,"otisknout",85,0.842931446626652
1920,"klidit",85,0.842931446626652
1921,"obhajovat",85,0.842931446626652
1922,"zdvíhat",85,0.842931446626652
1923,"maskovat",84,0.833014606078103
1924,"podbízet",84,0.833014606078103
1925,"vzpříčit",84,0.833014606078103
1926,"bourat",84,0.833014606078103
1927,"spalovat",84,0.833014606078103
1928,"utkávat",84,0.833014606078103
1929,"ožrat",83,0.823097765529554
1930,"vystupňovat",83,0.823097765529554
1931,"lísat",83,0.823097765529554
1932,"zredukovat",83,0.823097765529554
1933,"rozpálit",83,0.823097765529554
1934,"rozohnit",83,0.823097765529554
1935,"trhnout",83,0.823097765529554
1936,"předklánět",83,0.823097765529554
1937,"vylepšit",83,0.823097765529554
1938,"česat",83,0.823097765529554
1939,"vyvézt",83,0.823097765529554
1940,"vyrazit",83,0.823097765529554
1941,"nažrat",82,0.813180924981005
1942,"nabalovat",82,0.813180924981005
1943,"vynadívat",82,0.813180924981005
1944,"naložit",82,0.813180924981005
1945,"odvádět",82,0.813180924981005
1946,"zbortit",82,0.813180924981005
1947,"tolerovat",82,0.813180924981005
1948,"stavovat",82,0.813180924981005
1949,"štěpit",82,0.813180924981005
1950,"zadýchat",82,0.813180924981005
1951,"rozeřvat",82,0.813180924981005
1952,"přicházet",81,0.803264084432456
1953,"zaklínat",81,0.803264084432456
1954,"splašit",81,0.803264084432456
1955,"prolnout",81,0.803264084432456
1956,"vyšetřit",81,0.803264084432456
1957,"odplazit",81,0.803264084432456
1958,"vyčurat",81,0.803264084432456
1959,"pomást",81,0.803264084432456
1960,"vyplakat",81,0.803264084432456
1961,"vzpřímit",81,0.803264084432456
1962,"odcházet",81,0.803264084432456
1963,"zaběhnout",81,0.803264084432456
1964,"rozlomit",81,0.803264084432456
1965,"vměstnat",80,0.793347243883908
1966,"ulomit",80,0.793347243883908
1967,"uchichtnout",80,0.793347243883908
1968,"zajišťovat",80,0.793347243883908
1969,"odkutálet",80,0.793347243883908
1970,"rozvlnit",80,0.793347243883908
1971,"vyhrávat",80,0.793347243883908
1972,"rozmoci",80,0.793347243883908
1973,"zamotávat",80,0.793347243883908
1974,"zhlédnout",80,0.793347243883908
1975,"vracívat",79,0.783430403335359
1976,"poměřovat",79,0.783430403335359
1977,"vstřebat",79,0.783430403335359
1978,"učinit",79,0.783430403335359
1979,"ztrapnit",79,0.783430403335359
1980,"prohrabovat",79,0.783430403335359
1981,"nalít",79,0.783430403335359
1982,"diferencovat",79,0.783430403335359
1983,"překřikovat",79,0.783430403335359
1984,"nasazovat",79,0.783430403335359
1985,"vzrušovat",79,0.783430403335359
1986,"mořit",79,0.783430403335359
1987,"rozhněvat",79,0.783430403335359
1988,"odpotácet",79,0.783430403335359
1989,"přiživovat",79,0.783430403335359
1990,"vypočítávat",79,0.783430403335359
1991,"nafukovat",79,0.783430403335359
1992,"manifestovat",78,0.77351356278681
1993,"aktualizovat",78,0.77351356278681
1994,"odevzdávat",78,0.77351356278681
1995,"zježit",78,0.77351356278681
1996,"sesednout",78,0.77351356278681
1997,"vyhazovat",78,0.77351356278681
1998,"vystříhat",78,0.77351356278681
1999,"pachtit",78,0.77351356278681
2000,"rozsvěcet",78,0.77351356278681
2001,"zadlužovat",77,0.763596722238261
2002,"zaštiťovat",77,0.763596722238261
2003,"nastartovat",77,0.763596722238261
2004,"roztáčet",77,0.763596722238261
2005,"končit",77,0.763596722238261
2006,"křičet",77,0.763596722238261
2007,"vyfotografovat",77,0.763596722238261
2008,"kodrcat",77,0.763596722238261
2009,"přišourat",77,0.763596722238261
2010,"vypočítat",77,0.763596722238261
2011,"odejít",77,0.763596722238261
2012,"vydržet",76,0.753679881689712
2013,"ušklíbat",76,0.753679881689712
2014,"oblíkat",76,0.753679881689712
2015,"vykrucovat",76,0.753679881689712
2016,"perlit",76,0.753679881689712
2017,"obírat",76,0.753679881689712
2018,"zachvívat",76,0.753679881689712
2019,"zachycovat",76,0.753679881689712
2020,"sníst",76,0.753679881689712
2021,"pomazlit",76,0.753679881689712
2022,"producírovat",76,0.753679881689712
2023,"ztrojnásobit",76,0.753679881689712
2024,"utéci",76,0.753679881689712
2025,"pochválit",76,0.753679881689712
2026,"pasovat",76,0.753679881689712
2027,"uznávat",76,0.753679881689712
2028,"odhodlávat",76,0.753679881689712
2029,"svářit",76,0.753679881689712
2030,"předávkovat",75,0.743763041141163
2031,"probořit",75,0.743763041141163
2032,"vypít",75,0.743763041141163
2033,"naobědvat",75,0.743763041141163
2034,"připlazit",75,0.743763041141163
2035,"zakoktat",75,0.743763041141163
2036,"nahlížet",75,0.743763041141163
2037,"klubat",75,0.743763041141163
2038,"slétat",75,0.743763041141163
2039,"roztéci",75,0.743763041141163
2040,"dopočítat",75,0.743763041141163
2041,"vylidnit",75,0.743763041141163
2042,"křenit",75,0.743763041141163
2043,"zabarikádovat",75,0.743763041141163
2044,"zardít",75,0.743763041141163
2045,"vžívat",75,0.743763041141163
2046,"dopotácet",74,0.733846200592615
2047,"popadat",74,0.733846200592615
2048,"namanout",74,0.733846200592615
2049,"ztenčit",74,0.733846200592615
2050,"eliminovat",74,0.733846200592615
2051,"stejskat",74,0.733846200592615
2052,"odpoutávat",74,0.733846200592615
2053,"zaměstnat",74,0.733846200592615
2054,"zahryznout",74,0.733846200592615
2055,"odbývat",74,0.733846200592615
2056,"nashromáždit",74,0.733846200592615
2057,"rozbíjet",74,0.733846200592615
2058,"zhotovovat",74,0.733846200592615
2059,"zbořit",74,0.733846200592615
2060,"sklepávat",73,0.723929360044066
2061,"vítat",73,0.723929360044066
2062,"dojímat",73,0.723929360044066
2063,"zvát",73,0.723929360044066
2064,"upéci",73,0.723929360044066
2065,"porušit",73,0.723929360044066
2066,"skončit",73,0.723929360044066
2067,"odkrýt",73,0.723929360044066
2068,"počurat",73,0.723929360044066
2069,"urážet",73,0.723929360044066
2070,"zazelenat",73,0.723929360044066
2071,"zasouvat",73,0.723929360044066
2072,"zmást",73,0.723929360044066
2073,"cukat",73,0.723929360044066
2074,"uspořádat",73,0.723929360044066
2075,"prohlédnout",72,0.714012519495517
2076,"odvézt",72,0.714012519495517
2077,"zvýraznit",72,0.714012519495517
2078,"odříznout",72,0.714012519495517
2079,"vznít",72,0.714012519495517
2080,"zašít",72,0.714012519495517
2081,"přitížit",72,0.714012519495517
2082,"pohřbívat",72,0.714012519495517
2083,"proklínat",72,0.714012519495517
2084,"zapálit",72,0.714012519495517
2085,"vtělit",72,0.714012519495517
2086,"válčit",72,0.714012519495517
2087,"přimykat",72,0.714012519495517
2088,"zbarvovat",72,0.714012519495517
2089,"vyjevovat",72,0.714012519495517
2090,"nahrávat",72,0.714012519495517
2091,"ukončit",72,0.714012519495517
2092,"zaměňovat",71,0.704095678946968
2093,"zamíchat",71,0.704095678946968
2094,"přihrnout",71,0.704095678946968
2095,"zakazovat",71,0.704095678946968
2096,"sklouznout",71,0.704095678946968
2097,"zajít",71,0.704095678946968
2098,"překlopit",71,0.704095678946968
2099,"odpouštět",71,0.704095678946968
2100,"šít",71,0.704095678946968
2101,"zablokovat",71,0.704095678946968
2102,"přecházet",71,0.704095678946968
2103,"navyšovat",70,0.694178838398419
2104,"vyjednávat",70,0.694178838398419
2105,"tavit",70,0.694178838398419
2106,"tancovat",70,0.694178838398419
2107,"rýmovat",70,0.694178838398419
2108,"rozpřáhnout",70,0.694178838398419
2109,"regulovat",70,0.694178838398419
2110,"černat",70,0.694178838398419
2111,"uklidit",70,0.694178838398419
2112,"přeceňovat",70,0.694178838398419
2113,"postit",70,0.694178838398419
2114,"nachladit",70,0.694178838398419
2115,"nachytat",70,0.694178838398419
2116,"napřáhnout",70,0.694178838398419
2117,"rozkutálet",70,0.694178838398419
2118,"přijmout",70,0.694178838398419
2119,"přepisovat",70,0.694178838398419
2120,"likvidovat",70,0.694178838398419
2121,"dočítat",70,0.694178838398419
2122,"převtělit",70,0.694178838398419
2123,"dohrávat",69,0.68426199784987
2124,"nachystat",69,0.68426199784987
2125,"mučit",69,0.68426199784987
2126,"vysvléknout",69,0.68426199784987
2127,"usnadnit",69,0.68426199784987
2128,"rozebírat",69,0.68426199784987
2129,"chladit",69,0.68426199784987
2130,"povyšovat",69,0.68426199784987
2131,"zabodávat",69,0.68426199784987
2132,"hradit",69,0.68426199784987
2133,"odlomit",69,0.68426199784987
2134,"vtisknout",69,0.68426199784987
2135,"uspokojit",69,0.68426199784987
2136,"dobíjet",69,0.68426199784987
2137,"dovolit",69,0.68426199784987
2138,"zachraňovat",69,0.68426199784987
2139,"zalknout",68,0.674345157301321
2140,"vytáčet",68,0.674345157301321
2141,"natírat",68,0.674345157301321
2142,"zaměstnávat",68,0.674345157301321
2143,"ušpinit",68,0.674345157301321
2144,"zadrhávat",68,0.674345157301321
2145,"zapřisáhnout",68,0.674345157301321
2146,"komíhat",68,0.674345157301321
2147,"pátrat",68,0.674345157301321
2148,"ovíjet",68,0.674345157301321
2149,"zadusit",68,0.674345157301321
2150,"došourat",68,0.674345157301321
2151,"zadřít",68,0.674345157301321
2152,"vraždit",68,0.674345157301321
2153,"losovat",68,0.674345157301321
2154,"opláchnout",68,0.674345157301321
2155,"napájet",68,0.674345157301321
2156,"chválit",68,0.674345157301321
2157,"produkovat",68,0.674345157301321
2158,"nahradit",68,0.674345157301321
2159,"umoudřit",68,0.674345157301321
2160,"uculit",68,0.674345157301321
2161,"rozhádat",68,0.674345157301321
2162,"vyhrát",67,0.664428316752773
2163,"obměňovat",67,0.664428316752773
2164,"rozhýbat",67,0.664428316752773
2165,"ucpat",67,0.664428316752773
2166,"přetavit",67,0.664428316752773
2167,"oslavovat",67,0.664428316752773
2168,"zakabonit",67,0.664428316752773
2169,"spolčit",67,0.664428316752773
2170,"větvit",67,0.664428316752773
2171,"zkřížit",67,0.664428316752773
2172,"uráčit",67,0.664428316752773
2173,"přivádět",67,0.664428316752773
2174,"vyhodnocovat",67,0.664428316752773
2175,"lisovat",67,0.664428316752773
2176,"připlácet",67,0.664428316752773
2177,"vydražit",67,0.664428316752773
2178,"rozmazat",66,0.654511476204224
2179,"odvést",66,0.654511476204224
2180,"píchnout",66,0.654511476204224
2181,"analyzovat",66,0.654511476204224
2182,"ponechat",66,0.654511476204224
2183,"dávit",66,0.654511476204224
2184,"přeslechnout",66,0.654511476204224
2185,"rozstříknout",66,0.654511476204224
2186,"odečíst",66,0.654511476204224
2187,"ptávat",66,0.654511476204224
2188,"vysprchovat",66,0.654511476204224
2189,"zakopat",66,0.654511476204224
2190,"vnutit",66,0.654511476204224
2191,"nachýlit",66,0.654511476204224
2192,"okoukat",66,0.654511476204224
2193,"orosit",66,0.654511476204224
2194,"operovat",66,0.654511476204224
2195,"rozehrávat",65,0.644594635655675
2196,"tenčit",65,0.644594635655675
2197,"zvolit",65,0.644594635655675
2198,"pozvat",65,0.644594635655675
2199,"započít",65,0.644594635655675
2200,"vrtnout",65,0.644594635655675
2201,"pomátnout",65,0.644594635655675
2202,"modernizovat",65,0.644594635655675
2203,"zamlžit",65,0.644594635655675
2204,"přijet",65,0.644594635655675
2205,"vecpat",65,0.644594635655675
2206,"utvrzovat",65,0.644594635655675
2207,"popálit",65,0.644594635655675
2208,"handrkovat",65,0.644594635655675
2209,"přitáhnout",65,0.644594635655675
2210,"rýpat",65,0.644594635655675
2211,"popásat",65,0.644594635655675
2212,"přichytit",65,0.644594635655675
2213,"nepohodnout",65,0.644594635655675
2214,"startovat",65,0.644594635655675
2215,"vypouštět",65,0.644594635655675
2216,"vykoupit",65,0.644594635655675
2217,"rozepsat",65,0.644594635655675
2218,"zaklesnout",64,0.634677795107126
2219,"brouzdat",64,0.634677795107126
2220,"pokrývat",64,0.634677795107126
2221,"obalit",64,0.634677795107126
2222,"odívat",64,0.634677795107126
2223,"holedbat",64,0.634677795107126
2224,"zacelit",64,0.634677795107126
2225,"utřít",64,0.634677795107126
2226,"vtěsnat",64,0.634677795107126
2227,"komunikovat",64,0.634677795107126
2228,"váhat",64,0.634677795107126
2229,"promenovat",64,0.634677795107126
2230,"ovívat",64,0.634677795107126
2231,"zpevnit",64,0.634677795107126
2232,"zahajovat",64,0.634677795107126
2233,"přivalit",64,0.634677795107126
2234,"lze",64,0.634677795107126
2235,"připevňovat",64,0.634677795107126
2236,"oxidovat",63,0.624760954558577
2237,"spotřebovávat",63,0.624760954558577
2238,"zakrýt",63,0.624760954558577
2239,"založit",63,0.624760954558577
2240,"zaklínit",63,0.624760954558577
2241,"strojit",63,0.624760954558577
