"order","lemma","reflexive_frequency","reflexive_ipm"
6985,"odkoupit",3,0.0297505216456465
6986,"odskákat",3,0.0297505216456465
6987,"stéci",3,0.0297505216456465
6988,"vyloudit",3,0.0297505216456465
6989,"zaplácnout",3,0.0297505216456465
6990,"vystrkovat",3,0.0297505216456465
6991,"vpsát",3,0.0297505216456465
6992,"vkradnout",3,0.0297505216456465
6993,"hustit",3,0.0297505216456465
6994,"dumat",3,0.0297505216456465
6995,"streamovat",3,0.0297505216456465
6996,"prolézat",3,0.0297505216456465
6997,"chcípnout",3,0.0297505216456465
6998,"oplakávat",3,0.0297505216456465
6999,"přisrat",3,0.0297505216456465
7000,"vyhonit",3,0.0297505216456465
7001,"odvětit",3,0.0297505216456465
7002,"parafrázovat",3,0.0297505216456465
7003,"vyměřit",3,0.0297505216456465
7004,"navyknout",3,0.0297505216456465
7005,"zanechat",3,0.0297505216456465
7006,"našívat",3,0.0297505216456465
7007,"promačkávat",3,0.0297505216456465
7008,"potentočkovat",3,0.0297505216456465
7009,"rozbouchat",3,0.0297505216456465
7010,"rozpékat",3,0.0297505216456465
7011,"docenit",3,0.0297505216456465
7012,"vežrat",3,0.0297505216456465
7013,"naspat",3,0.0297505216456465
7014,"vyhlížet",3,0.0297505216456465
7015,"zastoupit",3,0.0297505216456465
7016,"vyviklat",3,0.0297505216456465
7017,"zmazat",3,0.0297505216456465
7018,"vycestovat",3,0.0297505216456465
7019,"načechrat",3,0.0297505216456465
7020,"rozsazovat",3,0.0297505216456465
7021,"přešourat",3,0.0297505216456465
7022,"prolhat",3,0.0297505216456465
7023,"rozlaďovat",3,0.0297505216456465
7024,"rozkdákat",3,0.0297505216456465
7025,"soustružit",3,0.0297505216456465
7026,"naskočit",3,0.0297505216456465
7027,"propotácet",3,0.0297505216456465
7028,"voddělat",3,0.0297505216456465
7029,"dovažovat",3,0.0297505216456465
7030,"změkčovat",3,0.0297505216456465
7031,"prochladit",3,0.0297505216456465
7032,"odvětrávat",3,0.0297505216456465
7033,"rozhojňovat",3,0.0297505216456465
7034,"rozpleskávat",3,0.0297505216456465
7035,"vystříhnout",3,0.0297505216456465
7036,"uchytnout",3,0.0297505216456465
7037,"podsvěcovat",3,0.0297505216456465
7038,"přetaktovat",3,0.0297505216456465
7039,"odinstalovat",3,0.0297505216456465
7040,"vykrátit",3,0.0297505216456465
7041,"přeřazovat",3,0.0297505216456465
7042,"menšit",3,0.0297505216456465
7043,"zhyzdit",3,0.0297505216456465
7044,"odhodit",3,0.0297505216456465
7045,"šťouchnout",3,0.0297505216456465
7046,"obtiskovat",3,0.0297505216456465
7047,"umravnit",3,0.0297505216456465
7048,"vodtrhnout",3,0.0297505216456465
7049,"vyšachovat",3,0.0297505216456465
7050,"vysvlíkat",3,0.0297505216456465
7051,"roztřísknout",3,0.0297505216456465
7052,"osít",3,0.0297505216456465
7053,"výt",3,0.0297505216456465
7054,"uprdelit",3,0.0297505216456465
7055,"provolávat",3,0.0297505216456465
7056,"písknout",3,0.0297505216456465
7057,"zatlačovat",3,0.0297505216456465
7058,"tabuizovat",3,0.0297505216456465
7059,"chrápat",3,0.0297505216456465
7060,"věnčit",3,0.0297505216456465
7061,"obveselit",3,0.0297505216456465
7062,"odškrtnout",3,0.0297505216456465
7063,"kličkovat",3,0.0297505216456465
7064,"držívat",3,0.0297505216456465
7065,"proboxovat",3,0.0297505216456465
7066,"vytřískat",3,0.0297505216456465
7067,"rekuperovat",3,0.0297505216456465
7068,"homogenizovat",3,0.0297505216456465
7069,"vydřít",3,0.0297505216456465
7070,"předisponovat",3,0.0297505216456465
7071,"nabumbat",3,0.0297505216456465
7072,"vkolébat",3,0.0297505216456465
7073,"otlouci",3,0.0297505216456465
7074,"chňapnout",3,0.0297505216456465
7075,"rozkýchat",3,0.0297505216456465
7076,"očichat",3,0.0297505216456465
7077,"oplášťovat",3,0.0297505216456465
7078,"zvrtávat",3,0.0297505216456465
7079,"rozštěbetat",3,0.0297505216456465
7080,"sumarizovat",3,0.0297505216456465
7081,"uctít",3,0.0297505216456465
7082,"prodělávat",3,0.0297505216456465
7083,"kostýmovat",3,0.0297505216456465
7084,"pověřovat",3,0.0297505216456465
7085,"vápnit",3,0.0297505216456465
7086,"nazdvihnout",3,0.0297505216456465
7087,"dosycovat",3,0.0297505216456465
7088,"svrhnout",3,0.0297505216456465
7089,"roztřískat",3,0.0297505216456465
7090,"blejsknout",3,0.0297505216456465
7091,"dorážet",3,0.0297505216456465
7092,"nakapsovat",3,0.0297505216456465
7093,"zmapovat",3,0.0297505216456465
7094,"ukroutit",3,0.0297505216456465
7095,"prozářit",3,0.0297505216456465
7096,"povšimnout",3,0.0297505216456465
7097,"rýpnout",3,0.0297505216456465
7098,"banalizovat",3,0.0297505216456465
7099,"pobírat",3,0.0297505216456465
7100,"animovat",3,0.0297505216456465
7101,"přibarvovat",3,0.0297505216456465
7102,"vykřesávat",3,0.0297505216456465
7103,"zkritizovat",3,0.0297505216456465
7104,"zaťukat",3,0.0297505216456465
7105,"nadrtit",3,0.0297505216456465
7106,"vybrušovat",3,0.0297505216456465
7107,"zpříjemnit",3,0.0297505216456465
7108,"navrstvovat",3,0.0297505216456465
7109,"opovrhovat",3,0.0297505216456465
7110,"vyzvídat",3,0.0297505216456465
7111,"ztrojnásobovat",3,0.0297505216456465
7112,"povysunout",3,0.0297505216456465
7113,"uštknout",3,0.0297505216456465
7114,"zprůjezdnit",3,0.0297505216456465
7115,"zamořit",3,0.0297505216456465
7116,"předstoupit",3,0.0297505216456465
7117,"ovázat",3,0.0297505216456465
7118,"usrat",3,0.0297505216456465
7119,"rozcupovat",3,0.0297505216456465
7120,"šavlovat",3,0.0297505216456465
7121,"prosívat",3,0.0297505216456465
7122,"vysvětit",3,0.0297505216456465
7123,"roztápět",3,0.0297505216456465
7124,"vodvážet",3,0.0297505216456465
7125,"exhibovat",3,0.0297505216456465
7126,"uposlechnout",3,0.0297505216456465
7127,"chumlat",3,0.0297505216456465
7128,"rozhlučet",3,0.0297505216456465
7129,"samozásobit",3,0.0297505216456465
7130,"přelstít",3,0.0297505216456465
7131,"vyblinkat",3,0.0297505216456465
7132,"ušklibovat",3,0.0297505216456465
7133,"prohazovat",3,0.0297505216456465
7134,"sorbovat",3,0.0297505216456465
7135,"certifikovat",3,0.0297505216456465
7136,"zapůsobit",3,0.0297505216456465
7137,"zkalibrovat",3,0.0297505216456465
7138,"voskovat",3,0.0297505216456465
7139,"zhulákat",3,0.0297505216456465
7140,"vybočovat",3,0.0297505216456465
7141,"odpreparovat",3,0.0297505216456465
7142,"přihojit",3,0.0297505216456465
7143,"bručet",3,0.0297505216456465
7144,"drkotat",3,0.0297505216456465
7145,"snout",3,0.0297505216456465
7146,"sebevraždit",3,0.0297505216456465
7147,"zaškatulkovat",3,0.0297505216456465
7148,"zkomolit",3,0.0297505216456465
7149,"proklubat",3,0.0297505216456465
7150,"trumfnout",3,0.0297505216456465
7151,"vydestilovat",3,0.0297505216456465
7152,"uštěkat",3,0.0297505216456465
7153,"zakročit",3,0.0297505216456465
7154,"přešaltovat",3,0.0297505216456465
7155,"zprostředkovávat",3,0.0297505216456465
7156,"kartáčovat",3,0.0297505216456465
7157,"šílet",3,0.0297505216456465
7158,"mrsknout",3,0.0297505216456465
7159,"žehrat",3,0.0297505216456465
7160,"okořenit",3,0.0297505216456465
7161,"podezřívat",3,0.0297505216456465
7162,"vylinout",3,0.0297505216456465
7163,"usmrcovat",3,0.0297505216456465
7164,"oblbnout",3,0.0297505216456465
7165,"hlídkovat",3,0.0297505216456465
7166,"přitápět",3,0.0297505216456465
7167,"odvykat",3,0.0297505216456465
7168,"cuknout",3,0.0297505216456465
7169,"navádět",3,0.0297505216456465
7170,"korespondovat",3,0.0297505216456465
7171,"překontrolovat",3,0.0297505216456465
7172,"profackovat",3,0.0297505216456465
7173,"uradit",3,0.0297505216456465
7174,"lynčovat",3,0.0297505216456465
7175,"naporcovat",3,0.0297505216456465
7176,"ocejchovat",3,0.0297505216456465
7177,"prokombinovat",3,0.0297505216456465
7178,"zkonstruovat",3,0.0297505216456465
7179,"přepojovat",3,0.0297505216456465
7180,"popojít",3,0.0297505216456465
7181,"chcát",3,0.0297505216456465
7182,"rozdráždit",3,0.0297505216456465
7183,"kvést",3,0.0297505216456465
7184,"vyrodit",3,0.0297505216456465
7185,"asanovat",3,0.0297505216456465
7186,"vycákat",3,0.0297505216456465
7187,"odrazovat",3,0.0297505216456465
7188,"mašírovat",3,0.0297505216456465
7189,"obvazovat",3,0.0297505216456465
7190,"nakopírovat",3,0.0297505216456465
7191,"ošahávat",3,0.0297505216456465
7192,"chichtat",3,0.0297505216456465
7193,"přišinout",3,0.0297505216456465
7194,"čapnout",3,0.0297505216456465
7195,"načepovat",3,0.0297505216456465
7196,"vykvajznout",3,0.0297505216456465
7197,"odloupávat",3,0.0297505216456465
7198,"dokladovat",3,0.0297505216456465
7199,"rozžhavovat",3,0.0297505216456465
7200,"fascinovat",3,0.0297505216456465
7201,"vtrhnout",3,0.0297505216456465
7202,"žlutit",3,0.0297505216456465
7203,"balancovat",3,0.0297505216456465
7204,"zašantročit",3,0.0297505216456465
7205,"racionalizovat",3,0.0297505216456465
7206,"naštvávat",3,0.0297505216456465
7207,"převinout",3,0.0297505216456465
7208,"pokapat",3,0.0297505216456465
7209,"odvlnit",3,0.0297505216456465
7210,"zmechanizovat",3,0.0297505216456465
7211,"navlíkat",3,0.0297505216456465
7212,"vodlepit",3,0.0297505216456465
7213,"navyprávět",3,0.0297505216456465
7214,"překlánět",3,0.0297505216456465
7215,"votrávit",3,0.0297505216456465
7216,"nastrčit",3,0.0297505216456465
7217,"uhřát",3,0.0297505216456465
7218,"zatlumit",3,0.0297505216456465
7219,"šminkovat",3,0.0297505216456465
7220,"pršet",3,0.0297505216456465
7221,"zorat",3,0.0297505216456465
7222,"čítat",3,0.0297505216456465
7223,"zohýbat",3,0.0297505216456465
7224,"našlapovat",3,0.0297505216456465
7225,"sesunovat",3,0.0297505216456465
7226,"prohryzávat",3,0.0297505216456465
7227,"obeslat",3,0.0297505216456465
7228,"zakopnout",3,0.0297505216456465
7229,"odervat",3,0.0297505216456465
7230,"přelepit",3,0.0297505216456465
7231,"převálcovat",3,0.0297505216456465
7232,"prosoukat",3,0.0297505216456465
7233,"roztřepat",3,0.0297505216456465
7234,"zatlemit",3,0.0297505216456465
7235,"doklátit",3,0.0297505216456465
7236,"vyfintit",3,0.0297505216456465
7237,"zamíhat",3,0.0297505216456465
7238,"prokecat",3,0.0297505216456465
7239,"sbalovat",3,0.0297505216456465
7240,"napařit",3,0.0297505216456465
7241,"zanechávat",3,0.0297505216456465
7242,"zašpičatět",3,0.0297505216456465
7243,"přesídlit",3,0.0297505216456465
7244,"okukovat",3,0.0297505216456465
7245,"načančat",3,0.0297505216456465
7246,"rozlejzat",3,0.0297505216456465
7247,"ohejbat",3,0.0297505216456465
7248,"sichrovat",3,0.0297505216456465
7249,"zapatlat",3,0.0297505216456465
7250,"zaujímat",3,0.0297505216456465
7251,"promyslet",3,0.0297505216456465
7252,"spádovat",3,0.0297505216456465
7253,"doklouzat",3,0.0297505216456465
7254,"poněmčit",3,0.0297505216456465
7255,"rozklapat",3,0.0297505216456465
7256,"vzdychat",3,0.0297505216456465
7257,"přetmelit",3,0.0297505216456465
7258,"zachrout",3,0.0297505216456465
7259,"naštětit",3,0.0297505216456465
7260,"zahálet",3,0.0297505216456465
7261,"zadejchat",3,0.0297505216456465
7262,"přichomejtnout",3,0.0297505216456465
7263,"povléknout",3,0.0297505216456465
7264,"vyšroubovat",3,0.0297505216456465
7265,"vyprovázet",3,0.0297505216456465
7266,"precipitovat",3,0.0297505216456465
7267,"vyklepávat",3,0.0297505216456465
7268,"popohánět",3,0.0297505216456465
7269,"voblíznout",3,0.0297505216456465
7270,"obhlížet",3,0.0297505216456465
7271,"šprajcovat",3,0.0297505216456465
7272,"kynout",3,0.0297505216456465
7273,"odkulhat",3,0.0297505216456465
7274,"polidštit",3,0.0297505216456465
7275,"rozlejvat",3,0.0297505216456465
7276,"zívnout",3,0.0297505216456465
7277,"umlít",3,0.0297505216456465
7278,"vycouvat",3,0.0297505216456465
7279,"prosvěcovat",3,0.0297505216456465
7280,"posvítit",3,0.0297505216456465
7281,"uvarovat",3,0.0297505216456465
7282,"prozpívat",3,0.0297505216456465
7283,"rozdrkotat",3,0.0297505216456465
7284,"upoutat",3,0.0297505216456465
7285,"očuchávat",3,0.0297505216456465
7286,"číhat",3,0.0297505216456465
7287,"vymazávat",3,0.0297505216456465
7288,"brnknout",3,0.0297505216456465
7289,"deptat",3,0.0297505216456465
7290,"nasunovat",3,0.0297505216456465
7291,"klekat",3,0.0297505216456465
7292,"plédovat",3,0.0297505216456465
7293,"přehmatávat",3,0.0297505216456465
7294,"matlat",3,0.0297505216456465
7295,"prohmatat",3,0.0297505216456465
7296,"přidusit",3,0.0297505216456465
7297,"spočinout",3,0.0297505216456465
7298,"rousat",3,0.0297505216456465
7299,"nařasit",3,0.0297505216456465
7300,"natlouci",3,0.0297505216456465
7301,"čučet",3,0.0297505216456465
7302,"přeočkovávat",3,0.0297505216456465
7303,"ukouřit",3,0.0297505216456465
7304,"rozplizávat",3,0.0297505216456465
7305,"básnit",3,0.0297505216456465
7306,"podvazovat",3,0.0297505216456465
7307,"dlabat",3,0.0297505216456465
7308,"opeřit",3,0.0297505216456465
7309,"přesahovat",3,0.0297505216456465
7310,"náležet",3,0.0297505216456465
7311,"zapřádat",3,0.0297505216456465
7312,"zamávat",3,0.0297505216456465
7313,"zajizvit",3,0.0297505216456465
7314,"přikývnout",3,0.0297505216456465
7315,"předvolat",3,0.0297505216456465
7316,"proklopýtat",3,0.0297505216456465
7317,"nadlehčit",3,0.0297505216456465
7318,"utrousit",3,0.0297505216456465
7319,"rozkřápnout",3,0.0297505216456465
7320,"zaštěkat",3,0.0297505216456465
7321,"slavívat",3,0.0297505216456465
7322,"ujednat",3,0.0297505216456465
7323,"uzívat",3,0.0297505216456465
7324,"odcestovat",3,0.0297505216456465
7325,"naaranžovat",3,0.0297505216456465
7326,"vmýšlet",3,0.0297505216456465
7327,"přikyvovat",3,0.0297505216456465
7328,"zacivět",3,0.0297505216456465
7329,"doskakovat",3,0.0297505216456465
7330,"vystopovat",3,0.0297505216456465
7331,"uhnat",3,0.0297505216456465
7332,"dokonávat",3,0.0297505216456465
7333,"zrestaurovat",3,0.0297505216456465
7334,"poprosit",3,0.0297505216456465
7335,"zavodnit",3,0.0297505216456465
7336,"rozprašovat",3,0.0297505216456465
7337,"poodkrýt",3,0.0297505216456465
7338,"zacuchat",3,0.0297505216456465
7339,"odlehčovat",3,0.0297505216456465
7340,"vploužit",3,0.0297505216456465
7341,"setrvávat",3,0.0297505216456465
7342,"překolébat",3,0.0297505216456465
7343,"srkat",3,0.0297505216456465
7344,"usebírat",3,0.0297505216456465
7345,"svalovat",3,0.0297505216456465
7346,"bědovat",3,0.0297505216456465
7347,"soucítit",3,0.0297505216456465
7348,"zakřiknout",3,0.0297505216456465
7349,"válcovat",3,0.0297505216456465
7350,"přendat",3,0.0297505216456465
7351,"zapikolovat",3,0.0297505216456465
7352,"doškrabat",3,0.0297505216456465
7353,"dohmátnout",3,0.0297505216456465
7354,"poblinkat",3,0.0297505216456465
7355,"klevetit",3,0.0297505216456465
7356,"plísnit",3,0.0297505216456465
7357,"pózovat",3,0.0297505216456465
7358,"osvojovat",3,0.0297505216456465
7359,"fúzovat",3,0.0297505216456465
7360,"ustlat",3,0.0297505216456465
7361,"abstrahovat",3,0.0297505216456465
7362,"tát",3,0.0297505216456465
7363,"vyndavat",3,0.0297505216456465
7364,"umanout",3,0.0297505216456465
7365,"fixlovat",3,0.0297505216456465
7366,"vypovědět",3,0.0297505216456465
7367,"předehrávat",3,0.0297505216456465
7368,"dekorovat",3,0.0297505216456465
7369,"slítnout",3,0.0297505216456465
7370,"zapadat",3,0.0297505216456465
7371,"napalovat",3,0.0297505216456465
7372,"podlézat",3,0.0297505216456465
7373,"rozmlžovat",3,0.0297505216456465
7374,"zpodobňovat",3,0.0297505216456465
7375,"laborovat",3,0.0297505216456465
7376,"kandovat",3,0.0297505216456465
7377,"uvalit",3,0.0297505216456465
7378,"shrabovat",3,0.0297505216456465
7379,"přiletět",3,0.0297505216456465
7380,"prokouřit",3,0.0297505216456465
7381,"zaklopit",3,0.0297505216456465
7382,"svačit",3,0.0297505216456465
7383,"připékat",3,0.0297505216456465
7384,"blesknout",3,0.0297505216456465
7385,"dokulhat",3,0.0297505216456465
7386,"polohovat",3,0.0297505216456465
7387,"rozchodit",3,0.0297505216456465
7388,"prostudovat",3,0.0297505216456465
7389,"retušovat",3,0.0297505216456465
7390,"spolknout",3,0.0297505216456465
7391,"vyzdravit",3,0.0297505216456465
7392,"ztrhat",3,0.0297505216456465
7393,"obeznamovat",3,0.0297505216456465
7394,"projídat",3,0.0297505216456465
7395,"sympatizovat",3,0.0297505216456465
7396,"načichat",3,0.0297505216456465
7397,"odkráglovat",3,0.0297505216456465
7398,"pokřikovat",3,0.0297505216456465
7399,"dojíst",3,0.0297505216456465
7400,"rozvřískat",3,0.0297505216456465
7401,"přebelhat",3,0.0297505216456465
7402,"čipovat",3,0.0297505216456465
7403,"zdravívat",3,0.0297505216456465
7404,"dovážit",3,0.0297505216456465
7405,"odseknout",3,0.0297505216456465
7406,"vyšoupnout",3,0.0297505216456465
7407,"vyšklebovat",3,0.0297505216456465
7408,"pomalovat",3,0.0297505216456465
7409,"dosypat",3,0.0297505216456465
7410,"sídlit",3,0.0297505216456465
7411,"rozkazovat",3,0.0297505216456465
7412,"kormidlovat",3,0.0297505216456465
7413,"zaslibovat",3,0.0297505216456465
7414,"vábit",3,0.0297505216456465
7415,"přišít",3,0.0297505216456465
7416,"zřasit",3,0.0297505216456465
7417,"poindičtit",3,0.0297505216456465
7418,"nanosit",3,0.0297505216456465
7419,"zanadávat",3,0.0297505216456465
7420,"zavrhnout",3,0.0297505216456465
7421,"obelhat",3,0.0297505216456465
7422,"přečkat",3,0.0297505216456465
7423,"nadhazovat",3,0.0297505216456465
7424,"zešikmit",3,0.0297505216456465
7425,"zazvonit",3,0.0297505216456465
7426,"propočítat",3,0.0297505216456465
7427,"žadonit",3,0.0297505216456465
7428,"zápolit",3,0.0297505216456465
7429,"svízt",3,0.0297505216456465
7430,"sloupávat",3,0.0297505216456465
7431,"aplaudovat",3,0.0297505216456465
7432,"zmlátit",3,0.0297505216456465
7433,"postřehnout",3,0.0297505216456465
7434,"zkoordinovat",3,0.0297505216456465
7435,"rozkolísat",3,0.0297505216456465
7436,"šplouchnout",2,0.0198336810970977
7437,"zobnout",2,0.0198336810970977
7438,"miniaturizovat",2,0.0198336810970977
7439,"přelidňovat",2,0.0198336810970977
7440,"připískávat",2,0.0198336810970977
7441,"dolepovat",2,0.0198336810970977
7442,"přesáhnout",2,0.0198336810970977
7443,"vyjezdit",2,0.0198336810970977
7444,"zapravovat",2,0.0198336810970977
7445,"tlakovat",2,0.0198336810970977
7446,"ustřihnout",2,0.0198336810970977
7447,"předvrtat",2,0.0198336810970977
7448,"hoblovat",2,0.0198336810970977
7449,"podstoupit",2,0.0198336810970977
7450,"zabojovat",2,0.0198336810970977
7451,"přilepšit",2,0.0198336810970977
7452,"obehrát",2,0.0198336810970977
7453,"zveličit",2,0.0198336810970977
7454,"potetovat",2,0.0198336810970977
7455,"připlatit",2,0.0198336810970977
7456,"zažlutit",2,0.0198336810970977
7457,"vykrajovat",2,0.0198336810970977
7458,"chutnat",2,0.0198336810970977
7459,"osívat",2,0.0198336810970977
7460,"setrvat",2,0.0198336810970977
7461,"čudit",2,0.0198336810970977
7462,"poslepovat",2,0.0198336810970977
7463,"obarvovat",2,0.0198336810970977
7464,"zpoplatnit",2,0.0198336810970977
7465,"oddlužit",2,0.0198336810970977
7466,"znejistit",2,0.0198336810970977
7467,"nadabovat",2,0.0198336810970977
7468,"zkultivovat",2,0.0198336810970977
7469,"připít",2,0.0198336810970977
7470,"paušalizovat",2,0.0198336810970977
7471,"odskočit",2,0.0198336810970977
7472,"lenošit",2,0.0198336810970977
7473,"vysportovat",2,0.0198336810970977
7474,"rozzávodit",2,0.0198336810970977
7475,"zahrávat",2,0.0198336810970977
7476,"načít",2,0.0198336810970977
7477,"penetrovat",2,0.0198336810970977
7478,"štengrovat",2,0.0198336810970977
7479,"vyštvat",2,0.0198336810970977
7480,"pokopat",2,0.0198336810970977
7481,"otřískat",2,0.0198336810970977
7482,"paličkovat",2,0.0198336810970977
7483,"vylítat",2,0.0198336810970977
7484,"zestátnit",2,0.0198336810970977
7485,"prosít",2,0.0198336810970977
7486,"vyobrazit",2,0.0198336810970977
7487,"zkumulovat",2,0.0198336810970977
7488,"vyklusat",2,0.0198336810970977
7489,"nadhodit",2,0.0198336810970977
7490,"zatřídit",2,0.0198336810970977
7491,"uklouznout",2,0.0198336810970977
7492,"přitakat",2,0.0198336810970977
7493,"rozestěhovat",2,0.0198336810970977
7494,"karikovat",2,0.0198336810970977
7495,"kydat",2,0.0198336810970977
7496,"zadělat",2,0.0198336810970977
7497,"vrhávat",2,0.0198336810970977
7498,"ožebračit",2,0.0198336810970977
7499,"zhudebňovat",2,0.0198336810970977
7500,"přeškrtnout",2,0.0198336810970977
7501,"deportovat",2,0.0198336810970977
7502,"naťuknout",2,0.0198336810970977
7503,"přežehnávat",2,0.0198336810970977
7504,"slovit",2,0.0198336810970977
7505,"shrábnout",2,0.0198336810970977
7506,"povyrážet",2,0.0198336810970977
7507,"odnosit",2,0.0198336810970977
7508,"zkompenzovat",2,0.0198336810970977
7509,"zchlazovat",2,0.0198336810970977
7510,"zhoufovat",2,0.0198336810970977
7511,"vyčnívat",2,0.0198336810970977
7512,"navrčet",2,0.0198336810970977
7513,"lemtat",2,0.0198336810970977
7514,"vybojovávat",2,0.0198336810970977
7515,"přemostit",2,0.0198336810970977
7516,"zpřesnět",2,0.0198336810970977
7517,"upatlávat",2,0.0198336810970977
7518,"překódovat",2,0.0198336810970977
7519,"smotávat",2,0.0198336810970977
7520,"zahákovat",2,0.0198336810970977
7521,"aretovat",2,0.0198336810970977
7522,"předvyplnit",2,0.0198336810970977
7523,"inicializovat",2,0.0198336810970977
7524,"překousnout",2,0.0198336810970977
7525,"editovat",2,0.0198336810970977
7526,"pohrdnout",2,0.0198336810970977
7527,"odtajnit",2,0.0198336810970977
7528,"zašroubovávat",2,0.0198336810970977
7529,"usmyslet",2,0.0198336810970977
7530,"šokovat",2,0.0198336810970977
7531,"dořešovat",2,0.0198336810970977
7532,"voperovat",2,0.0198336810970977
7533,"mařit",2,0.0198336810970977
7534,"nýtovat",2,0.0198336810970977
7535,"vyštěpit",2,0.0198336810970977
7536,"odfrézovat",2,0.0198336810970977
7537,"zavděčovat",2,0.0198336810970977
7538,"vyseknout",2,0.0198336810970977
7539,"obkreslit",2,0.0198336810970977
7540,"odleptávat",2,0.0198336810970977
7541,"prokroužkovat",2,0.0198336810970977
7542,"samočistit",2,0.0198336810970977
7543,"odladit",2,0.0198336810970977
7544,"dohřát",2,0.0198336810970977
7545,"prosednout",2,0.0198336810970977
7546,"obkroužit",2,0.0198336810970977
7547,"degustovat",2,0.0198336810970977
7548,"okoupat",2,0.0198336810970977
7549,"oklovávat",2,0.0198336810970977
7550,"vykývnout",2,0.0198336810970977
7551,"vžírat",2,0.0198336810970977
7552,"odsekávat",2,0.0198336810970977
7553,"kotovat",2,0.0198336810970977
7554,"agregovat",2,0.0198336810970977
7555,"rozjezdit",2,0.0198336810970977
7556,"zakořeňovat",2,0.0198336810970977
7557,"přikračovat",2,0.0198336810970977
7558,"zasévat",2,0.0198336810970977
7559,"rozdrobovat",2,0.0198336810970977
7560,"vyšlechtit",2,0.0198336810970977
7561,"ochodit",2,0.0198336810970977
7562,"promrkat",2,0.0198336810970977
7563,"mrazit",2,0.0198336810970977
7564,"odkašlávat",2,0.0198336810970977
7565,"vychlipovat",2,0.0198336810970977
7566,"zneškodňovat",2,0.0198336810970977
7567,"proplachovat",2,0.0198336810970977
7568,"hmatat",2,0.0198336810970977
7569,"oplošťovat",2,0.0198336810970977
7570,"marodit",2,0.0198336810970977
7571,"resorbovat",2,0.0198336810970977
7572,"nažehlit",2,0.0198336810970977
7573,"ustřihovat",2,0.0198336810970977
7574,"zdrsnit",2,0.0198336810970977
7575,"prosévat",2,0.0198336810970977
7576,"rozprasknout",2,0.0198336810970977
7577,"odrýpnout",2,0.0198336810970977
7578,"okyselovat",2,0.0198336810970977
7579,"cucnout",2,0.0198336810970977
7580,"podmáčet",2,0.0198336810970977
7581,"zoxidovat",2,0.0198336810970977
7582,"zprohýbat",2,0.0198336810970977
7583,"zazářit",2,0.0198336810970977
7584,"nahustit",2,0.0198336810970977
7585,"samoreprodukovat",2,0.0198336810970977
7586,"opracovat",2,0.0198336810970977
7587,"rozmývat",2,0.0198336810970977
7588,"chroupat",2,0.0198336810970977
7589,"zatravňovat",2,0.0198336810970977
7590,"rekultivovat",2,0.0198336810970977
7591,"překopávat",2,0.0198336810970977
7592,"mechanizovat",2,0.0198336810970977
7593,"vyčesávat",2,0.0198336810970977
7594,"vyletovat",2,0.0198336810970977
7595,"sléhat",2,0.0198336810970977
7596,"nastříhat",2,0.0198336810970977
7597,"oddestilovat",2,0.0198336810970977
7598,"amplifikovat",2,0.0198336810970977
7599,"purifikovat",2,0.0198336810970977
7600,"prospívat",2,0.0198336810970977
7601,"plynout",2,0.0198336810970977
7602,"vypěnit",2,0.0198336810970977
7603,"přikreslit",2,0.0198336810970977
7604,"přeformovávat",2,0.0198336810970977
7605,"oškubat",2,0.0198336810970977
7606,"proťukat",2,0.0198336810970977
7607,"vypichovat",2,0.0198336810970977
7608,"vřít",2,0.0198336810970977
7609,"našlehat",2,0.0198336810970977
7610,"proložit",2,0.0198336810970977
7611,"okapat",2,0.0198336810970977
7612,"proprat",2,0.0198336810970977
7613,"dosolit",2,0.0198336810970977
7614,"ztvrdnout",2,0.0198336810970977
7615,"podrtit",2,0.0198336810970977
7616,"přisypat",2,0.0198336810970977
7617,"pokrájet",2,0.0198336810970977
7618,"zmixovat",2,0.0198336810970977
7619,"dotěžovat",2,0.0198336810970977
7620,"detoxikovat",2,0.0198336810970977
7621,"prosvištět",2,0.0198336810970977
7622,"vytlouci",2,0.0198336810970977
7623,"internalizovat",2,0.0198336810970977
7624,"poevropštit",2,0.0198336810970977
7625,"kolísat",2,0.0198336810970977
7626,"oktrojovat",2,0.0198336810970977
7627,"podrážet",2,0.0198336810970977
7628,"brávat",2,0.0198336810970977
7629,"vyústit",2,0.0198336810970977
7630,"limitovat",2,0.0198336810970977
7631,"namyslit",2,0.0198336810970977
7632,"interesovat",2,0.0198336810970977
7633,"ratifikovat",2,0.0198336810970977
7634,"přiškrtit",2,0.0198336810970977
7635,"uskupit",2,0.0198336810970977
7636,"korelovat",2,0.0198336810970977
7637,"nacionalizovat",2,0.0198336810970977
7638,"přetiskovat",2,0.0198336810970977
7639,"servisovat",2,0.0198336810970977
7640,"svědčit",2,0.0198336810970977
7641,"substituovat",2,0.0198336810970977
7642,"vyskakovat",2,0.0198336810970977
7643,"kolkovat",2,0.0198336810970977
7644,"pochybit",2,0.0198336810970977
7645,"vmasírovat",2,0.0198336810970977
7646,"panovat",2,0.0198336810970977
7647,"sesedávat",2,0.0198336810970977
7648,"interpolovat",2,0.0198336810970977
7649,"předčit",2,0.0198336810970977
7650,"oblíbit",2,0.0198336810970977
7651,"zatřiďovat",2,0.0198336810970977
7652,"rozkročovat",2,0.0198336810970977
7653,"radívat",2,0.0198336810970977
7654,"ohrát",2,0.0198336810970977
