"","lemma","transitive_rank","transitive_frequency","transitive_ipm","reflexive_rank","reflexive_frequency","reflexive_ipm","total_rank","total_frequency","total_ipm","refexivity"
"4521","přenechat",1072,511,5.06750552030846,5605,6,0.0595010432912931,1922,888,8.80615440711138,0.00675675675675676
"4522","přenechávat",2790,116,1.15035350363167,5173,7,0.0694178838398419,4876,172,1.7056965743504,0.0406976744186047
"4523","přenést",514,1257,12.4654685695259,443,823,8.1615597714557,694,3433,34.0445136031682,0.239732012816778
"4524","přeobjednat",15035,1,0.00991684054854884,10430,1,0.00991684054854884,15471,3,0.0297505216456465,0.333333333333333
"4525","přeobjednávat",14533,1,0.00991684054854884,9182,1,0.00991684054854884,16865,2,0.0198336810970977,0.5
"4526","přeobsazovat",11445,2,0.0198336810970977,10619,1,0.00991684054854884,14682,3,0.0297505216456465,0.333333333333333
"4527","přeočkovávat",13227,1,0.00991684054854884,7302,3,0.0297505216456465,12782,6,0.0595010432912931,0.5
"4528","přeoperovat",15104,1,0.00991684054854884,5811,5,0.0495842027427442,11814,9,0.0892515649369396,0.555555555555556
"4529","přeorávat",7847,9,0.0892515649369396,11276,1,0.00991684054854884,11463,11,0.109085246034037,0.0909090909090909
"4530","přeorganizovat",5920,22,0.218170492068075,6947,3,0.0297505216456465,8512,36,0.357006259747758,0.0833333333333333
"4531","přeorientovat",7213,12,0.119002086582586,1883,88,0.872681968272298,5907,109,1.08093561979182,0.807339449541284
"4532","přeorientovávat",10411,3,0.0297505216456465,6744,3,0.0297505216456465,13861,4,0.0396673621941954,0.75
"4533","přepadat",2403,154,1.52719344447652,8527,2,0.0198336810970977,3633,307,3.0444700484045,0.00651465798045603
"4534","přepadávat",4120,52,0.51567570852454,6313,4,0.0396673621941954,5348,139,1.37844083624829,0.0287769784172662
"4535","přepadnout",737,824,8.17147661200425,7701,2,0.0198336810970977,1143,1854,18.3858223770096,0.00107874865156419
"4536","přepálit",5960,21,0.208253651519526,3838,17,0.16858628932533,7396,58,0.575176751815833,0.293103448275862
"4537","přepalovat",11298,2,0.0198336810970977,4453,11,0.109085246034037,10080,18,0.178503129873879,0.611111111111111
"4538","přeparkovat",7103,13,0.128918927131135,9346,1,0.00991684054854884,8941,30,0.297505216456465,0.0333333333333333
"4539","přepásat",10840,3,0.0297505216456465,5961,5,0.0495842027427442,9175,27,0.267754694810819,0.185185185185185
"4540","přepažit",7813,10,0.0991684054854885,8489,2,0.0198336810970977,9793,21,0.208253651519526,0.0952380952380952
"4541","přepéci",11258,2,0.0198336810970977,8688,1,0.00991684054854884,14536,3,0.0297505216456465,0.333333333333333
"4542","přepíchat",13199,1,0.00991684054854884,9886,1,0.00991684054854884,10856,13,0.128918927131135,0.0769230769230769
"4543","přepilovat",8463,7,0.0694178838398419,11001,1,0.00991684054854884,11412,11,0.109085246034037,0.0909090909090909
"4544","přepínat",2468,147,1.45777556063668,1754,101,1.00160089540343,2703,516,5.1170897230512,0.195736434108527
"4545","přepírat",9040,6,0.0595010432912931,8524,2,0.0198336810970977,10667,15,0.148752608228233,0.133333333333333
"4546","přepísknout",9001,6,0.0595010432912931,9782,1,0.00991684054854884,7781,49,0.485925186878893,0.0204081632653061
"4547","přepisovat",2020,204,2.02303547190396,2119,70,0.694178838398419,2925,456,4.52207929013827,0.153508771929825
"4548","přepít",12267,2,0.0198336810970977,6832,3,0.0297505216456465,11703,10,0.0991684054854885,0.3
"4549","přeplácat",13387,1,0.00991684054854884,10344,1,0.00991684054854884,13613,5,0.0495842027427442,0.2
"4550","přeplácet",6291,19,0.188419970422428,6606,4,0.0396673621941954,8608,34,0.337172578650661,0.117647058823529
"4551","přeplavit",14812,1,0.00991684054854884,2435,53,0.525592549073089,7293,60,0.595010432912931,0.883333333333333
"4552","přeplazit",14752,1,0.00991684054854884,4265,13,0.128918927131135,10524,15,0.148752608228233,0.866666666666667
"4553","přeplnit",6837,15,0.148752608228233,6434,4,0.0396673621941954,5265,144,1.42802503899103,0.0277777777777778
"4554","přeplňovat",7977,9,0.0892515649369396,6127,4,0.0396673621941954,9354,25,0.247921013713721,0.16
"4555","přeplout",4083,53,0.525592549073089,8296,2,0.0198336810970977,6382,87,0.862765127723749,0.0229885057471264
"4556","přepnout",2047,199,1.97345126916122,1199,204,2.02303547190396,2125,763,7.56654933854277,0.267365661861075
"4557","přepočíst",7050,13,0.128918927131135,5422,6,0.0595010432912931,6288,91,0.902432489917945,0.0659340659340659
"4558","přepočítat",2803,115,1.14043666308312,1750,101,1.00160089540343,3511,326,3.23289001882692,0.309815950920245
"4559","přepočítávat",3240,86,0.852848287175201,3136,29,0.287588375907917,4629,190,1.88419970422428,0.152631578947368
"4560","přepojit",5780,23,0.228087332616623,5365,7,0.0694178838398419,5534,130,1.28918927131135,0.0538461538461538
"4561","přepojovat",6819,15,0.148752608228233,7179,3,0.0297505216456465,8418,37,0.366923100296307,0.0810810810810811
"4562","přepólovat",9354,5,0.0495842027427442,6315,4,0.0396673621941954,10947,13,0.128918927131135,0.307692307692308
"4563","přeposlat",5168,32,0.317338897553563,9177,1,0.00991684054854884,6744,76,0.753679881689712,0.0131578947368421
"4564","přepouštět",8432,7,0.0694178838398419,9044,1,0.00991684054854884,11399,11,0.109085246034037,0.0909090909090909
"4565","přepracovat",2969,102,1.01151773595198,3906,16,0.158669448776782,3909,267,2.64779642646254,0.0599250936329588
"4566","přepracovávat",6443,17,0.16858628932533,6332,4,0.0396673621941954,8004,44,0.436340984136149,0.0909090909090909
"4567","přepravit",2666,125,1.23960506856861,2701,42,0.416507303039051,2893,465,4.61133085507521,0.0903225806451613
"4568","přepravovat",2447,149,1.47760924173378,1829,94,0.932183011563591,3187,386,3.82790045173985,0.243523316062176
"4569","přeprodat",10465,3,0.0297505216456465,8862,1,0.00991684054854884,10225,17,0.16858628932533,0.0588235294117647
"4570","přeprodávat",6703,15,0.148752608228233,5395,6,0.0595010432912931,8335,38,0.376839940844856,0.157894736842105
"4571","přeprogramovat",5477,27,0.267754694810819,6035,5,0.0495842027427442,7135,64,0.634677795107126,0.078125
"4572","přeprogramovávat",11681,2,0.0198336810970977,9797,1,0.00991684054854884,13727,5,0.0495842027427442,0.2
"4573","přeprojektovat",11308,2,0.0198336810970977,8771,1,0.00991684054854884,13196,5,0.0495842027427442,0.2
"4574","přepřahat",9580,5,0.0495842027427442,7771,2,0.0198336810970977,10964,13,0.128918927131135,0.153846153846154
"4575","přepřahovat",13801,1,0.00991684054854884,8893,1,0.00991684054854884,15087,3,0.0297505216456465,0.333333333333333
"4576","přepsat",1252,410,4.06590462490503,2955,34,0.337172578650661,2139,757,7.50704829525148,0.0449141347424042
"4577","přeptat",9443,5,0.0495842027427442,1814,96,0.952016692660689,6019,103,1.02143457650053,0.932038834951456
"4578","přepudrovat",6306,18,0.178503129873879,5136,8,0.0793347243883908,8289,39,0.386756781393405,0.205128205128205
"4579","přepůlit",6752,15,0.148752608228233,9833,1,0.00991684054854884,8965,29,0.287588375907917,0.0344827586206897
"4580","přepustit",3581,70,0.694178838398419,11457,1,0.00991684054854884,6369,88,0.872681968272298,0.0113636363636364
"4581","přerazit",3031,98,0.971850373757787,2631,45,0.446257824684698,4640,189,1.87428286367573,0.238095238095238
"4582","přeregistrovat",10357,3,0.0297505216456465,6174,4,0.0396673621941954,10678,14,0.138835767679684,0.285714285714286
"4583","přerovnat",5120,32,0.317338897553563,8544,2,0.0198336810970977,7919,46,0.456174665233247,0.0434782608695652
"4584","přerovnávat",4478,44,0.436340984136149,10546,1,0.00991684054854884,6932,70,0.694178838398419,0.0142857142857143
"4585","přerozdělit",6044,21,0.208253651519526,4203,13,0.128918927131135,7247,61,0.60492727346148,0.213114754098361
"4586","přerozdělovat",5203,31,0.307422057005014,4494,11,0.109085246034037,6798,74,0.733846200592615,0.148648648648649
"4587","přerušit",294,2163,21.4501261065112,1184,207,2.05278599354961,512,4826,47.8586724872967,0.0428926647326979
"4588","přerušovat",1803,245,2.42962593439447,2532,49,0.485925186878893,2520,582,5.77160119925543,0.084192439862543
"4589","přerývat",8810,6,0.0595010432912931,9444,1,0.00991684054854884,12873,6,0.0595010432912931,0.166666666666667
"4590","přeřadit",5060,33,0.327255738102112,6210,4,0.0396673621941954,4113,242,2.39987541274882,0.0165289256198347
"4591","přeřazovat",8520,7,0.0694178838398419,7041,3,0.0297505216456465,9356,25,0.247921013713721,0.12
"4592","přeřezat",5439,28,0.277671535359368,9263,1,0.00991684054854884,8281,39,0.386756781393405,0.0256410256410256
"4593","přeříkávat",4464,45,0.446257824684698,8585,2,0.0198336810970977,7122,64,0.634677795107126,0.03125
"4594","přeříznout",2978,102,1.01151773595198,5537,6,0.0595010432912931,5143,153,1.51727660392797,0.0392156862745098
"4595","přeřizovat",11259,2,0.0198336810970977,9472,1,0.00991684054854884,14689,3,0.0297505216456465,0.333333333333333
"4596","přeřvávat",9514,5,0.0495842027427442,10652,1,0.00991684054854884,11972,9,0.0892515649369396,0.111111111111111
"4597","přesadit",4281,48,0.476008346330345,5608,6,0.0595010432912931,4985,164,1.62636184996201,0.0365853658536585
"4598","přesáhnout",871,665,6.59469896478498,7442,2,0.0198336810970977,1546,1214,12.0390444259383,0.00164744645799012
"4599","přesahovat",595,1047,10.3829320543306,7309,3,0.0297505216456465,1117,1915,18.990749650471,0.00156657963446475
"4600","přesazovat",4934,35,0.34708941919921,5520,6,0.0595010432912931,6376,87,0.862765127723749,0.0689655172413793
"4601","přesedat",11988,2,0.0198336810970977,8175,2,0.0198336810970977,7927,46,0.456174665233247,0.0434782608695652
"4602","přesednout",10031,4,0.0396673621941954,7919,2,0.0198336810970977,4928,168,1.66602921215621,0.0119047619047619
"4603","přesévat",11975,2,0.0198336810970977,8507,2,0.0198336810970977,14430,4,0.0396673621941954,0.5
"4604","přesídlit",6488,17,0.16858628932533,7243,3,0.0297505216456465,3715,294,2.91555112127336,0.0102040816326531
"4605","přeskakovat",2342,161,1.59661132831636,4568,11,0.109085246034037,2779,492,4.87908554988603,0.0223577235772358
"4606","přeskládat",5251,30,0.297505216456465,5299,7,0.0694178838398419,7581,53,0.525592549073089,0.132075471698113
"4607","přeskládávat",12064,2,0.0198336810970977,8039,2,0.0198336810970977,12736,7,0.0694178838398419,0.285714285714286
"4608","přeskočit",1065,517,5.12700656359975,6244,4,0.0396673621941954,1453,1330,13.18939792957,0.00300751879699248
"4609","přeskřípnout",15436,1,0.00991684054854884,8864,1,0.00991684054854884,15894,2,0.0198336810970977,0.5
"4610","přeskupit",4492,44,0.436340984136149,2964,34,0.337172578650661,6144,97,0.961933533209238,0.350515463917526
"4611","přeskupovat",6473,17,0.16858628932533,2810,38,0.376839940844856,6636,79,0.783430403335359,0.481012658227848
"4612","přeslechnout",2895,107,1.06110193869473,2184,66,0.654511476204224,3605,312,3.09405425114724,0.211538461538462
"4613","přesměrovat",3242,86,0.852848287175201,4984,8,0.0793347243883908,4749,181,1.79494813928734,0.0441988950276243
"4614","přesměrovávat",7125,13,0.128918927131135,10238,1,0.00991684054854884,10476,16,0.158669448776782,0.0625
"4615","přesmyknout",10143,4,0.0396673621941954,4301,13,0.128918927131135,10480,16,0.158669448776782,0.8125
"4616","přesouvat",1626,291,2.88580059962771,463,782,7.7549693089652,1582,1178,11.6820381661905,0.66383701188455
"4617","přespárovat",12911,1,0.00991684054854884,8148,2,0.0198336810970977,12778,6,0.0595010432912931,0.333333333333333
"4618","přespat",4322,47,0.466091505781796,5727,5,0.0495842027427442,2318,669,6.63436632697918,0.00747384155455904
"4619","přespávat",5149,32,0.317338897553563,7773,2,0.0198336810970977,3110,408,4.04607094380793,0.00490196078431373
"4620","přestat",1599,299,2.9651353240161,357,1082,10.7300214735299,114,16867,167.267349532373,0.0641489298630462
"4621","přestávat",3277,84,0.833014606078103,1059,243,2.40979225329737,698,3402,33.7370915461632,0.0714285714285714
"4622","přestavět",1955,215,2.132120717938,3387,24,0.238004173165172,2484,596,5.91043696693511,0.0402684563758389
"4623","přestavovat",2770,117,1.16027034418021,2719,41,0.406590462490503,3801,281,2.78663219414223,0.145907473309609
"4624","přestěhovat",1550,311,3.08413741059869,177,2397,23.7706667948716,776,3008,29.8298563700349,0.796875
"4625","přestoupit",3669,67,0.664428316752773,6154,4,0.0396673621941954,2198,726,7.19962623824646,0.00550964187327824
"4626","přestrojit",9448,5,0.0495842027427442,2761,40,0.396673621941954,7014,67,0.664428316752773,0.597014925373134
"4627","přestrojovat",15501,1,0.00991684054854884,5332,7,0.0694178838398419,12006,9,0.0892515649369396,0.777777777777778
"4628","přestřelovat",11332,2,0.0198336810970977,10366,1,0.00991684054854884,12906,6,0.0595010432912931,0.166666666666667
"4629","přestříhat",8867,6,0.0595010432912931,8190,2,0.0198336810970977,11315,11,0.109085246034037,0.181818181818182
"4630","přestřihnout",3169,90,0.892515649369396,6690,3,0.0297505216456465,5632,123,1.21977138747151,0.024390243902439
"4631","přestřihovat",9103,6,0.0595010432912931,11390,1,0.00991684054854884,12727,7,0.0694178838398419,0.142857142857143
"4632","přestříkat",6320,18,0.178503129873879,9976,1,0.00991684054854884,8240,40,0.396673621941954,0.025
"4633","přestupovat",5430,28,0.277671535359368,4027,15,0.148752608228233,4753,181,1.79494813928734,0.0828729281767956
"4634","přestylizovat",12993,1,0.00991684054854884,11070,1,0.00991684054854884,14473,4,0.0396673621941954,0.25
"4635","přesunout",633,977,9.68875321593222,184,2348,23.2847416079927,617,4028,39.9450337295547,0.58291956305859
"4636","přesunovat",4150,52,0.51567570852454,1434,150,1.48752608228233,4172,237,2.35029121000608,0.632911392405063
"4637","přesvědčit",317,1989,19.7245958510637,186,2323,23.036820594279,200,11740,116.423708039963,0.197870528109029
"4638","přesvědčovat",1427,350,3.4708941919921,1372,162,1.60652816886491,1383,1428,14.1612483033278,0.113445378151261
"4639","přesvítit",15185,1,0.00991684054854884,9369,1,0.00991684054854884,11552,10,0.0991684054854885,0.1
"4640","přesypat",6034,21,0.208253651519526,5047,8,0.0793347243883908,7282,61,0.60492727346148,0.131147540983607
"4641","přesýpat",8696,7,0.0694178838398419,4350,12,0.119002086582586,10009,19,0.188419970422428,0.631578947368421
"4642","přesypávat",10751,3,0.0297505216456465,10545,1,0.00991684054854884,11722,10,0.0991684054854885,0.1
"4643","přesytit",9076,6,0.0595010432912931,4035,15,0.148752608228233,6506,83,0.823097765529554,0.180722891566265
"4644","přešaltovat",11302,2,0.0198336810970977,7154,3,0.0297505216456465,11437,11,0.109085246034037,0.272727272727273
"4645","přešetřovat",11109,3,0.0297505216456465,8921,1,0.00991684054854884,12321,8,0.0793347243883908,0.125
"4646","přešít",9337,5,0.0495842027427442,6577,4,0.0396673621941954,8824,31,0.307422057005014,0.129032258064516
"4647","přešívat",7644,10,0.0991684054854885,8441,2,0.0198336810970977,9288,26,0.25783785426227,0.0769230769230769
"4648","přeškolit",10146,4,0.0396673621941954,3589,21,0.208253651519526,8398,37,0.366923100296307,0.567567567567568
"4649","přeškolovat",14379,1,0.00991684054854884,6252,4,0.0396673621941954,11833,9,0.0892515649369396,0.444444444444444
"4650","přeškrtat",7853,9,0.0892515649369396,10801,1,0.00991684054854884,8912,30,0.297505216456465,0.0333333333333333
"4651","přeškrtnout",5558,26,0.25783785426227,7500,2,0.0198336810970977,7542,54,0.535509389621638,0.037037037037037
"4652","přešlápnout",10878,3,0.0297505216456465,10090,1,0.00991684054854884,5013,161,1.59661132831636,0.0062111801242236
"4653","přešlapovat",4946,35,0.34708941919921,8525,2,0.0198336810970977,3012,434,4.3039087980702,0.00460829493087558
"4654","přešoupnout",9764,4,0.0396673621941954,10597,1,0.00991684054854884,12561,7,0.0694178838398419,0.142857142857143
"4655","přešvihnout",13154,1,0.00991684054854884,10230,1,0.00991684054854884,13754,4,0.0396673621941954,0.25
"4656","přetáčet",5312,29,0.287588375907917,3382,25,0.247921013713721,6722,76,0.753679881689712,0.328947368421053
"4657","přetáhnout",1067,515,5.10717288250266,3686,19,0.188419970422428,1795,981,9.72842057812642,0.0193679918450561
"4658","přetahovat",3035,97,0.961933533209238,988,270,2.67754694810819,3101,412,4.08573830600212,0.655339805825243
"4659","přetaktovat",8755,6,0.0595010432912931,7038,3,0.0297505216456465,10672,14,0.138835767679684,0.214285714285714
"4660","přetaktovávat",13112,1,0.00991684054854884,11416,1,0.00991684054854884,14548,3,0.0297505216456465,0.333333333333333
"4661","přetápět",8106,8,0.0793347243883908,7995,2,0.0198336810970977,10350,16,0.158669448776782,0.125
"4662","přetavit",2979,102,1.01151773595198,2166,67,0.664428316752773,3928,265,2.62796274536544,0.252830188679245
"4663","přetavovat",6419,18,0.178503129873879,3821,17,0.16858628932533,7607,52,0.51567570852454,0.326923076923077
"4664","přetéci",7279,12,0.119002086582586,10695,1,0.00991684054854884,4844,174,1.7255302554475,0.00574712643678161
