order,lemma,frequency
"2601","hučet","131"
"2602","chvět","131"
"2603","prohrávat","131"
"2604","nastříkat","131"
"2605","dobíjet","131"
"2606","hryzat","131"
"2607","uspořit","130"
"2608","zamhouřit","130"
"2609","kázat","130"
"2610","natrhat","130"
"2611","opáčit","130"
"2612","pojmenovávat","130"
"2613","přidělat","130"
"2614","mumlat","130"
"2615","sloučit","130"
"2616","podmínit","130"
"2617","odesílat","130"
"2618","přibrzdit","129"
"2619","pochovat","129"
"2620","vysušit","129"
"2621","pozdravovat","129"
"2622","sesadit","129"
"2623","pilovat","129"
"2624","lítat","129"
"2625","zpřístupňovat","129"
"2626","vyřezat","129"
"2627","přetvořit","129"
"2628","zmlátit","128"
"2629","zneškodnit","128"
"2630","podrazit","128"
"2631","zastiňovat","128"
"2632","načít","128"
"2633","umřít","128"
"2634","srkat","128"
"2635","odklopit","128"
"2636","rozrušit","128"
"2637","všímat","128"
"2638","členit","128"
"2639","doufat","127"
"2640","ochutnávat","127"
"2641","sklouznout","127"
"2642","procvičovat","127"
"2643","načíst","127"
"2644","ohmatávat","127"
"2645","klepat","127"
"2646","vyběhnout","127"
"2647","dorůstat","127"
"2648","usměrnit","127"
"2649","poručit","127"
"2650","spadat","127"
"2651","kódovat","127"
"2652","laskat","126"
"2653","prodělávat","126"
"2654","věštit","126"
"2655","vyjíždět","126"
"2656","sponzorovat","126"
"2657","skolit","126"
"2658","zazvonit","126"
"2659","vyndávat","126"
"2660","přimíchat","126"
"2661","neutralizovat","126"
"2662","ukončovat","126"
"2663","nazpívat","126"
"2664","vzdělávat","125"
"2665","vymámit","125"
"2666","přepravit","125"
"2667","vypláchnout","125"
"2668","pozvedat","125"
"2669","proplést","125"
"2670","vystřílet","125"
"2671","lhát","124"
"2672","překvapovat","124"
"2673","dobít","124"
"2674","zaostřit","124"
"2675","lesknout","124"
"2676","postát","124"
"2677","sklapnout","124"
"2678","vyklízet","124"
"2679","vydírat","124"
"2680","deformovat","124"
"2681","obávat","124"
"2682","vychvalovat","124"
"2683","ohraničovat","124"
"2684","bodovat","124"
"2685","zateplit","124"
"2686","radit","123"
"2687","odemykat","123"
"2688","mařit","123"
"2689","vymést","123"
"2690","oplakávat","123"
"2691","připoutat","123"
"2692","utahovat","123"
"2693","rozmetat","123"
"2694","típnout","122"
"2695","předurčovat","122"
"2696","vhánět","122"
"2697","oklamat","122"
"2698","rozjasnit","122"
"2699","přistavit","122"
"2700","vymrštit","122"
"2701","ostřelovat","122"
"2702","rozbolet","122"
"2703","vnuknout","122"
"2704","slít","122"
"2705","zabudovat","122"
"2706","popudit","122"
"2707","ulomit","122"
"2708","vyplavit","122"
"2709","pročísnout","122"
"2710","pískat","121"
"2711","dojmout","121"
"2712","roztáčet","121"
"2713","opatrovat","121"
"2714","zaznívat","121"
"2715","tyčit","121"
"2716","zaskřípat","121"
"2717","usrknout","121"
"2718","přejmout","121"
"2719","doběhnout","121"
"2720","vybídnout","121"
"2721","zvyknout","121"
"2722","zaběhnout","120"
"2723","propašovat","120"
"2724","skandovat","120"
"2725","namluvit","120"
"2726","napovědět","120"
"2727","oželet","120"
"2728","násobit","120"
"2729","zdokumentovat","120"
"2730","osvojovat","120"
"2731","nakazit","120"
"2732","prostřít","120"
"2733","zvracet","120"
"2734","vylákat","120"
"2735","sjednocovat","119"
"2736","ochlazovat","119"
"2737","přezkoumat","119"
"2738","loupat","119"
"2739","nařizovat","119"
"2740","vzdálit","119"
"2741","podmanit","119"
"2742","odklidit","119"
"2743","inscenovat","119"
"2744","upřesňovat","119"
"2745","sesbírat","119"
"2746","zafixovat","119"
"2747","zatahovat","118"
"2748","uspět","118"
"2749","dohonit","118"
"2750","zlákat","118"
"2751","podpálit","118"
"2752","dopravovat","118"
"2753","shlédnout","118"
"2754","implikovat","118"
"2755","odsát","118"
"2756","rozvážet","118"
"2757","vykrádat","117"
"2758","plácnout","117"
"2759","přiřazovat","117"
"2760","zamáčknout","117"
"2761","rozházet","117"
"2762","dolévat","117"
"2763","nachytat","117"
"2764","vršit","117"
"2765","skupovat","117"
"2766","zhroutit","117"
"2767","postávat","117"
"2768","vyseknout","117"
"2769","stáčet","117"
"2770","přestavovat","117"
"2771","odjíždět","117"
"2772","protočit","117"
"2773","fixovat","117"
"2774","vyskočit","117"
"2775","nasytit","117"
"2776","napomáhat","117"
"2777","prosakovat","116"
"2778","posedět","116"
"2779","podřezat","116"
"2780","odklízet","116"
"2781","poměřovat","116"
"2782","děkovat","116"
"2783","obkroužit","116"
"2784","uposlechnout","116"
"2785","procvičit","116"
"2786","přihrát","116"
"2787","přetvářet","116"
"2788","seřadit","116"
"2789","postačit","116"
"2790","přenechávat","116"
"2791","orientovat","116"
"2792","přistát","116"
"2793","vyždímat","115"
"2794","zapadnout","115"
"2795","zviditelnit","115"
"2796","ukrojit","115"
"2797","znečišťovat","115"
"2798","ubytovat","115"
"2799","zmobilizovat","115"
"2800","zavézt","115"
"2801","klepnout","115"
"2802","rozlévat","115"
"2803","přepočítat","115"
"2804","ždímat","114"
"2805","rozvádět","114"
"2806","odfiltrovat","114"
"2807","posekat","114"
"2808","prozpěvovat","114"
"2809","dolehnout","114"
"2810","usilovat","114"
"2811","strhat","114"
"2812","vyprodat","114"
"2813","zlámat","114"
"2814","znesnadňovat","114"
"2815","uhlazovat","113"
"2816","zaniknout","113"
"2817","zahalovat","113"
"2818","svalovat","113"
"2819","odolat","113"
"2820","vymáčknout","113"
"2821","otřásat","113"
"2822","vypíchnout","113"
"2823","spoluvytvářet","113"
"2824","odbít","112"
"2825","vyjevit","112"
"2826","dotlačit","112"
"2827","smažit","112"
"2828","orestovat","112"
"2829","proplatit","112"
"2830","žehlit","112"
"2831","zbít","112"
"2832","hníst","112"
"2833","zapudit","112"
"2834","syntetizovat","112"
"2835","vydražit","112"
"2836","prohnat","112"
"2837","navést","111"
"2838","vyznat","111"
"2839","odepnout","111"
"2840","osahat","111"
"2841","vybuchnout","111"
"2842","započítat","111"
"2843","vytírat","111"
"2844","pašovat","111"
"2845","zavrhovat","111"
"2846","poplést","111"
"2847","ronit","111"
"2848","paralyzovat","111"
"2849","upadnout","111"
"2850","utržit","111"
"2851","udolat","111"
"2852","vypravovat","111"
"2853","zaclonit","110"
"2854","upoutávat","110"
"2855","dospět","110"
"2856","převalovat","110"
"2857","ztropit","110"
"2858","reklamovat","110"
"2859","nacvičit","110"
"2860","naordinovat","110"
"2861","kvést","110"
"2862","protřít","110"
"2863","obdělávat","110"
"2864","rozmlátit","110"
"2865","přikoupit","110"
"2866","kultivovat","110"
"2867","znehodnotit","110"
"2868","svézt","110"
"2869","zvěstovat","110"
"2870","amputovat","109"
"2871","vyvrtat","109"
"2872","udusit","109"
"2873","zhasínat","109"
"2874","pátrat","109"
"2875","zakotvit","109"
"2876","odbíjet","109"
"2877","rozkrojit","109"
"2878","převyprávět","109"
"2879","množit","109"
"2880","vyšplhat","109"
"2881","kalit","109"
"2882","zpestřovat","108"
"2883","odčerpávat","108"
"2884","vyluzovat","108"
"2885","namítnout","108"
"2886","hrabat","108"
"2887","drát","108"
"2888","doznít","108"
"2889","doznívat","108"
"2890","vyniknout","108"
"2891","odsouvat","108"
"2892","odpírat","107"
"2893","vycvičit","107"
"2894","čeřit","107"
"2895","přeslechnout","107"
"2896","uvěřit","107"
"2897","rozprostírat","107"
"2898","postříkat","107"
"2899","ukořistit","107"
"2900","spoutat","107"
"2901","zažalovat","107"
"2902","pohlédnout","107"
"2903","vydechovat","107"
"2904","mlít","107"
"2905","znepříjemňovat","107"
"2906","zhltnout","106"
"2907","zjemnit","106"
"2908","naprogramovat","106"
"2909","vykupovat","106"
"2910","uveřejňovat","106"
"2911","zažehnat","106"
"2912","válcovat","106"
"2913","zavdat","106"
"2914","rozvést","106"
"2915","podezřívat","106"
"2916","přikývnout","106"
"2917","vytápět","106"
"2918","zasypávat","106"
"2919","obnažit","106"
"2920","osahávat","106"
"2921","vyškrtnout","106"
"2922","zapůsobit","106"
"2923","cvakat","106"
"2924","ukojit","106"
"2925","vtahovat","106"
"2926","pobízet","106"
"2927","zálohovat","106"
"2928","zabraňovat","106"
"2929","navlhčit","105"
"2930","exportovat","105"
"2931","zpřetrhat","105"
"2932","revidovat","105"
"2933","rozechvět","105"
"2934","pomíjet","105"
"2935","nafouknout","105"
"2936","prásknout","105"
"2937","bojkotovat","105"
"2938","metat","105"
"2939","žmoulat","105"
"2940","prošetřit","105"
"2941","zapít","105"
"2942","vyburcovat","105"
"2943","dotahovat","105"
"2944","zavanout","105"
"2945","tepat","105"
"2946","vystrašit","105"
"2947","poodhalit","105"
"2948","křížit","105"
"2949","okopírovat","104"
"2950","zadusit","104"
"2951","odklonit","104"
"2952","přitlačit","104"
"2953","přehnat","104"
"2954","zastřešovat","104"
"2955","obměnit","104"
"2956","rozehrávat","104"
"2957","trousit","104"
"2958","roztřást","103"
"2959","zatlouci","103"
"2960","prostoupit","103"
"2961","zapříst","103"
"2962","připočítat","103"
"2963","skákat","103"
"2964","semknout","103"
"2965","editovat","103"
"2966","nasázet","103"
"2967","klouzat","103"
"2968","ranit","102"
"2969","přepracovat","102"
"2970","splétat","102"
"2971","kolovat","102"
"2972","podkopávat","102"
"2973","čechrat","102"
"2974","rozpracovat","102"
"2975","vyfukovat","102"
"2976","hloubit","102"
"2977","třeštit","102"
"2978","přeříznout","102"
"2979","přetavit","102"
"2980","přecenit","101"
"2981","redigovat","101"
"2982","upínat","101"
"2983","usnout","101"
"2984","vštípit","101"
"2985","zahustit","101"
"2986","odměřovat","101"
"2987","rozevírat","101"
"2988","odpouštět","101"
"2989","vychýlit","101"
"2990","rozsekat","101"
"2991","vyplašit","101"
"2992","obhospodařovat","101"
"2993","obsloužit","101"
"2994","poškrábat","101"
"2995","podědit","101"
"2996","zjevit","101"
"2997","zdramatizovat","101"
"2998","rozčílit","100"
"2999","odbývat","100"
"3000","vyhubit","100"
"3001","věznit","100"
"3002","svážet","100"
"3003","smeknout","100"
"3004","obdarovat","100"
"3005","zatemnit","100"
"3006","odlepit","100"
"3007","evakuovat","100"
"3008","rozválet","100"
"3009","proplácet","100"
"3010","vyplenit","100"
"3011","nastřílet","99"
"3012","vystoupat","99"
"3013","slušet","99"
"3014","dosvědčovat","99"
"3015","přežvykovat","99"
"3016","prasknout","99"
"3017","houpat","99"
"3018","rozvrátit","99"
"3019","oprašovat","99"
"3020","ustřelit","99"
"3021","překontrolovat","99"
"3022","nastěhovat","99"
"3023","dědit","99"
"3024","vyjednávat","99"
"3025","prosít","99"
"3026","dohrávat","98"
"3027","tipovat","98"
"3028","vytopit","98"
"3029","rozprášit","98"
"3030","ozvláštnit","98"
"3031","přerazit","98"
"3032","ocitovat","98"
"3033","vysázet","98"
"3034","předurčit","98"
"3035","přetahovat","97"
"3036","pokropit","97"
"3037","navolit","97"
"3038","porozumět","97"
"3039","telefonovat","97"
"3040","setrvat","97"
"3041","odsedět","97"
"3042","potýkat","97"
"3043","osedlat","97"
"3044","zmačkat","97"
"3045","ustat","97"
"3046","stěžovat","97"
"3047","odpracovat","97"
"3048","překřížit","97"
"3049","hýbat","97"
"3050","vyházet","97"
"3051","snídat","97"
"3052","zvýhodňovat","97"
"3053","vyloupit","97"
"3054","krčit","96"
"3055","odbourávat","96"
"3056","znepříjemnit","96"
"3057","převálcovat","96"
"3058","usmát","96"
"3059","propadat","96"
"3060","vyťukávat","96"
"3061","ucpávat","96"
"3062","ustřihnout","96"
"3063","vykřesat","96"
"3064","pohřbívat","96"
"3065","zastavět","96"
"3066","kojit","96"
"3067","vrtat","96"
"3068","provolávat","96"
"3069","zakomponovat","96"
"3070","prohlašovat","96"
"3071","seříznout","96"
"3072","šumět","96"
"3073","zbystřit","96"
"3074","bzučet","96"
"3075","zužovat","95"
"3076","vylekat","95"
"3077","sáhnout","95"
"3078","poučovat","95"
"3079","zasazovat","95"
"3080","docenit","95"
"3081","záležet","95"
"3082","napít","95"
"3083","odposlouchávat","95"
"3084","legalizovat","95"
"3085","odměňovat","95"
"3086","umísťovat","95"
"3087","vymýt","95"
"3088","vypalovat","95"
"3089","napomoci","95"
"3090","rozvlnit","95"
"3091","transportovat","95"
"3092","prošetřovat","95"
"3093","naklást","95"
"3094","navádět","95"
"3095","vytratit","95"
"3096","odpoutat","94"
"3097","postrkovat","94"
"3098","pasovat","94"
"3099","okořenit","94"
"3100","dovědět","94"
"3101","očichávat","94"
"3102","vystřelovat","94"
"3103","utěšovat","94"
"3104","koupat","94"
"3105","obdařit","94"
"3106","rozbalovat","94"
"3107","škrtat","94"
"3108","zacpávat","94"
"3109","odhrnovat","94"
"3110","zdanit","93"
"3111","bušit","93"
"3112","vyčerpávat","93"
"3113","odpadat","93"
"3114","rozrážet","93"
"3115","zpříjemňovat","93"
"3116","rýt","93"
"3117","vychladnout","93"
"3118","natrhnout","93"
"3119","podvést","93"
"3120","svalit","93"
"3121","nosívat","93"
"3122","postarat","93"
"3123","odčerpat","93"
"3124","promrhat","93"
"3125","dohadovat","93"
"3126","klamat","93"
"3127","zfalšovat","93"
"3128","stopovat","93"
"3129","zazdít","93"
"3130","vypracovávat","93"
"3131","vynásobit","93"
"3132","prodiskutovat","92"
"3133","světit","92"
"3134","rozpárat","92"
"3135","vytesat","92"
"3136","srolovat","92"
"3137","vydělit","92"
"3138","obléhat","92"
"3139","cvaknout","92"
"3140","nahmátnout","92"
"3141","zlehčovat","92"
"3142","uzdravit","92"
"3143","parkovat","92"
"3144","osídlit","92"
"3145","roztřídit","92"
"3146","synchronizovat","92"
"3147","přehánět","92"
"3148","deklasovat","91"
"3149","tkát","91"
"3150","zřítit","91"
"3151","odbourat","91"
"3152","lapit","91"
"3153","urovnávat","91"
"3154","ječet","91"
"3155","degradovat","91"
"3156","pohodit","91"
"3157","znásilňovat","91"
"3158","dojit","91"
"3159","ztotožňovat","91"
"3160","vetovat","91"
"3161","znechutit","90"
"3162","vyvrhnout","90"
"3163","zařvat","90"
"3164","přihlížet","90"
"3165","promeškat","90"
"3166","zvolnit","90"
"3167","vyhotovit","90"
"3168","prospět","90"
"3169","přestřihnout","90"
"3170","utkat","90"
"3171","dochutit","90"
"3172","zahltit","90"
"3173","vylézt","90"
"3174","rozdmýchat","90"
"3175","přistoupit","90"
"3176","přilévat","90"
"3177","sídlit","90"
"3178","parodovat","90"
"3179","osmahnout","90"
"3180","vyklepat","89"
"3181","bagatelizovat","89"
"3182","vyzvánět","89"
"3183","zvěčnit","89"
"3184","stlačovat","89"
"3185","brečet","89"
"3186","školit","89"
"3187","uhánět","89"
"3188","proklít","89"
"3189","unavovat","89"
"3190","zašít","89"
"3191","sunout","89"
"3192","ztvárňovat","89"
"3193","ztotožnit","88"
"3194","škubat","88"
"3195","zpovídat","88"
"3196","obměňovat","88"
"3197","okouzlovat","88"
"3198","rozzlobit","88"
"3199","skoupit","88"
"3200","zbarvit","88"
"3201","zafungovat","88"
"3202","kosit","88"
"3203","dopíjet","88"
"3204","vyznít","88"
"3205","špinit","88"
"3206","rozmnožit","88"
"3207","vyplynout","88"
"3208","vyvrcholit","88"
"3209","přehlušovat","88"
"3210","vystěhovat","87"
"3211","sedávat","87"
"3212","opěvovat","87"
"3213","odlákat","87"
"3214","povalovat","87"
"3215","slučovat","87"
"3216","pošpinit","87"
"3217","umazat","87"
"3218","podrývat","87"
"3219","prošvihnout","87"
"3220","odpadnout","87"
"3221","přechovávat","87"
"3222","osvobozovat","87"
"3223","domyslet","87"
"3224","nořit","87"
"3225","zadunět","87"
"3226","vyřezávat","87"
"3227","vrcholit","87"
"3228","rozseknout","87"
"3229","praskat","87"
"3230","spínat","87"
"3231","pohrávat","87"
"3232","vybíjet","87"
"3233","rozhánět","87"
"3234","reformovat","87"
"3235","křtít","87"
"3236","odůvodňovat","86"
"3237","zobecnit","86"
"3238","zacelit","86"
"3239","udivit","86"
"3240","přepočítávat","86"
"3241","patentovat","86"
"3242","přesměrovat","86"
"3243","popohnat","86"
"3244","vyzradit","86"
"3245","odchytat","86"
"3246","vynořovat","86"
"3247","pomlouvat","86"
"3248","koncentrovat","86"
"3249","udivovat","86"
"3250","opravňovat","86"
"3251","zamlouvat","86"
"3252","dělávat","86"
"3253","vydřít","86"
"3254","utvrdit","85"
"3255","rozpůlit","85"
"3256","podotknout","85"
"3257","prokládat","85"
"3258","podrobovat","85"
"3259","rozechvívat","85"
"3260","upít","85"
"3261","setnout","85"
"3262","kolonizovat","85"
"3263","bloudit","85"
"3264","uzamknout","85"
"3265","navléci","85"
"3266","hrnout","85"
"3267","zakončovat","85"
"3268","zaklánět","85"
"3269","poopravit","85"
"3270","tvářit","85"
"3271","burcovat","84"
"3272","prolévat","84"
"3273","pobíhat","84"
"3274","plašit","84"
"3275","zmoci","84"
"3276","rozčlenit","84"
"3277","přestávat","84"
"3278","dožadovat","84"
"3279","otiskovat","84"
"3280","vrážet","84"
"3281","vybalovat","84"
"3282","zmocňovat","84"
"3283","zastrašit","84"
"3284","zkrášlit","84"
"3285","selhat","84"
"3286","prolít","84"
"3287","rozzuřit","84"
"3288","uhodnout","84"
"3289","přeměňovat","84"
"3290","lakovat","84"
"3291","determinovat","84"
"3292","zavát","83"
"3293","zakopat","83"
"3294","vymodelovat","83"
"3295","prozářit","83"
"3296","uschovat","83"
"3297","cinkat","83"
"3298","obtočit","83"
"3299","vpravit","83"
"3300","ustálit","83"
"3301","zahradit","83"
"3302","konkretizovat","83"
"3303","dotvořit","83"
"3304","zapíjet","83"
"3305","uzpůsobit","83"
"3306","restartovat","83"
"3307","holit","83"
"3308","usmívat","83"
"3309","ubodat","83"
"3310","predikovat","83"
"3311","rozdělávat","83"
"3312","rozřezat","83"
"3313","osmažit","83"
"3314","zdemolovat","83"
"3315","poznamenávat","83"
"3316","přikrývat","83"
"3317","inovovat","83"
"3318","usmažit","83"
"3319","zanášet","82"
"3320","napočítat","82"
"3321","překřičet","82"
"3322","oslepit","82"
"3323","ovázat","82"
"3324","sprásknout","82"
"3325","vykolejit","82"
"3326","rozpadnout","82"
"3327","vystačit","82"
"3328","zapadat","82"
"3329","ohmatat","82"
"3330","terorizovat","82"
"3331","vzdalovat","82"
"3332","zvykat","82"
"3333","znervózňovat","82"
"3334","odseknout","82"
"3335","rozetnout","82"
"3336","zahrávat","82"
"3337","rozmluvit","82"
"3338","odjistit","82"
"3339","dezinfikovat","81"
"3340","vrýt","81"
"3341","zprostit","81"
"3342","rozmačkat","81"
"3343","povznést","81"
"3344","napíchnout","81"
"3345","odfouknout","81"
"3346","broukat","81"
"3347","nanosit","81"
"3348","stvrzovat","81"
"3349","poštvat","81"
"3350","rozmixovat","81"
"3351","kvitovat","81"
"3352","ukrajovat","81"
"3353","načasovat","81"
"3354","poměřit","81"
"3355","podkopat","81"
"3356","zrazovat","81"
"3357","odvolávat","81"
"3358","nastiňovat","80"
"3359","pochytit","80"
"3360","pochytat","80"
"3361","máčet","80"
"3362","zklidňovat","80"
"3363","smývat","80"
"3364","lapat","80"
"3365","ovanout","80"
"3366","ztuhnout","80"
"3367","přelstít","80"
"3368","poskakovat","80"
"3369","rozlousknout","80"
"3370","přimáčknout","80"
"3371","předělávat","80"
"3372","falšovat","80"
"3373","vlát","80"
"3374","zatraktivnit","80"
"3375","přisvojit","79"
"3376","vyškubnout","79"
"3377","zakreslit","79"
"3378","akumulovat","79"
"3379","prorokovat","79"
"3380","vymetat","79"
"3381","slíznout","79"
"3382","hnout","79"
"3383","kousnout","79"
"3384","opatřovat","79"
"3385","vybíhat","79"
"3386","odvát","79"
"3387","prohrabávat","79"
"3388","komponovat","79"
"3389","napřímit","79"
"3390","situovat","79"
"3391","vykopávat","79"
"3392","doručovat","79"
"3393","parafrázovat","79"
"3394","zřít","79"
"3395","odtajnit","79"
"3396","dojíždět","78"
"3397","přendat","78"
"3398","utěsnit","78"
"3399","příst","78"
"3400","vydláždit","78"
"3401","zamlčet","78"
"3402","oklepat","78"
"3403","uronit","78"
"3404","vetřít","78"
"3405","prosvítat","78"
"3406","vylámat","78"
"3407","chopit","78"
"3408","zápasit","78"
"3409","trýznit","78"
"3410","zakřičet","78"
"3411","vykasat","78"
"3412","vstrčit","78"
"3413","požehnat","78"
"3414","štěpit","78"
"3415","najet","78"
"3416","tišit","78"
"3417","adaptovat","78"
"3418","vyhrotit","78"
"3419","obalovat","78"
"3420","utřídit","78"
"3421","zahynout","77"
"3422","brávat","77"
"3423","dojídat","77"
"3424","očichat","77"
"3425","vydlabat","77"
"3426","nahrnout","77"
"3427","potit","77"
"3428","obemknout","77"
"3429","přetřít","77"
"3430","pobrukovat","77"
"3431","upálit","77"
"3432","zpěnit","77"
"3433","vyvstat","76"
"3434","trumfnout","76"
"3435","přeplavat","76"
"3436","uškrtit","76"
"3437","dešifrovat","76"
"3438","vyhovět","76"
"3439","dolaďovat","76"
"3440","zesměšňovat","76"
"3441","zodpovídat","76"
"3442","napouštět","76"
"3443","vyškrábat","76"
"3444","obložit","76"
"3445","ventilovat","76"
"3446","vyzpovídat","76"
"3447","protékat","76"
"3448","vyvenčit","75"
"3449","přebudovat","75"
"3450","špulit","75"
"3451","útočit","75"
"3452","odečítat","75"
"3453","upnout","75"
"3454","navršit","75"
"3455","stopnout","75"
"3456","zazářit","75"
"3457","předbíhat","75"
"3458","čichat","75"
"3459","odolávat","75"
"3460","vydrhnout","75"
"3461","pozdržet","75"
"3462","ukusovat","75"
"3463","pořezat","75"
"3464","proklestit","75"
"3465","importovat","75"
"3466","zamrazit","75"
"3467","pokácet","75"
"3468","obouvat","75"
"3469","dořešit","75"
"3470","šéfovat","75"
"3471","manipulovat","75"
"3472","usvědčit","75"
"3473","učesat","75"
"3474","vsypat","75"
"3475","nadzvedávat","74"
"3476","povalit","74"
"3477","drbat","74"
"3478","vyletět","74"
"3479","dobírat","74"
"3480","velet","74"
"3481","vybudit","74"
"3482","blikat","74"
"3483","zjevovat","74"
"3484","přetěžovat","74"
"3485","ošálit","74"
"3486","zahrabat","74"
"3487","rozdírat","74"
"3488","kotvit","74"
"3489","překousnout","74"
"3490","relativizovat","74"
"3491","zkritizovat","74"
"3492","vymlátit","74"
"3493","omrzet","74"
"3494","recyklovat","74"
"3495","nastolovat","74"
"3496","nařezat","74"
"3497","uhnat","73"
"3498","zarývat","73"
"3499","rozkrýt","73"
"3500","vypozorovat","73"
"3501","dávkovat","73"
"3502","dokreslit","73"
"3503","předjíždět","73"
"3504","odpykat","73"
"3505","omílat","73"
"3506","cuchat","73"
"3507","špehovat","73"
"3508","zatahat","73"
"3509","poukázat","73"
"3510","zaseknout","73"
"3511","obměkčit","73"
"3512","pročesat","73"
"3513","naříznout","73"
"3514","domnívat","73"
"3515","poukazovat","73"
"3516","sežehnout","73"
"3517","popálit","73"
"3518","provrtat","73"
"3519","pramenit","73"
"3520","roznést","73"
"3521","přirazit","73"
"3522","vzdorovat","73"
"3523","odvrhnout","73"
"3524","rozvrhnout","73"
"3525","jistit","73"
"3526","odrovnat","73"
"3527","přetočit","73"
"3528","prořezávat","73"
"3529","zatopit","73"
"3530","vystupňovat","73"
"3531","vysušovat","73"
"3532","zmodernizovat","73"
"3533","zavítat","73"
"3534","pitvat","73"
"3535","skopnout","73"
"3536","vykroutit","73"
"3537","znečistit","72"
"3538","ohledávat","72"
"3539","požít","72"
"3540","obstát","72"
"3541","odřezávat","72"
"3542","smáčet","72"
"3543","odvléci","72"
"3544","inzerovat","72"
"3545","vytyčovat","72"
"3546","zahazovat","72"
"3547","dorovnat","72"
"3548","servat","72"
"3549","regenerovat","72"
"3550","odporovat","72"
"3551","smočit","71"
"3552","propálit","71"
"3553","prohřát","71"
"3554","zatloukat","71"
"3555","pohupovat","71"
"3556","tikat","71"
"3557","vzrůstat","71"
"3558","zneklidňovat","71"
"3559","předestřít","71"
"3560","proležet","71"
"3561","větřit","71"
"3562","rekapitulovat","71"
"3563","prostírat","71"
"3564","vrzat","71"
"3565","provdat","71"
"3566","potřísnit","71"
"3567","číhat","71"
"3568","podráždit","71"
"3569","rozhoupat","71"
"3570","poulit","71"
"3571","usazovat","71"
"3572","povyšovat","71"
"3573","rozmazlovat","71"
"3574","postřelit","71"
"3575","podusit","71"
"3576","příslušet","71"
"3577","zosobňovat","71"
"3578","podřizovat","71"
"3579","přeměřit","71"
"3580","prokouknout","70"
"3581","přepustit","70"
"3582","polapit","70"
"3583","vynikat","70"
"3584","odstěhovat","70"
"3585","bodat","70"
"3586","rozlomit","70"
"3587","skloňovat","70"
"3588","vyčnívat","70"
"3589","zachytávat","70"
"3590","odvázat","70"
"3591","šoupnout","70"
"3592","legitimizovat","70"
"3593","osobovat","70"
"3594","zanotovat","70"
"3595","rozléhat","70"
"3596","pražit","70"
"3597","vykrojit","70"
"3598","zburcovat","70"
"3599","završovat","70"
"3600","vévodit","70"
"3601","prolínat","70"
"3602","převléknout","70"
"3603","odloupnout","70"
"3604","rozplétat","70"
"3605","povšimnout","70"
"3606","zkompletovat","70"
"3607","utěšit","70"
"3608","slábnout","69"
"3609","motat","69"
"3610","instruovat","69"
"3611","připevňovat","69"
"3612","vštěpovat","69"
"3613","potěžkat","69"
"3614","hulit","69"
"3615","přelévat","69"
"3616","přelézat","69"
"3617","vlnit","69"
"3618","dostudovat","69"
"3619","krášlit","69"
"3620","naskočit","69"
"3621","zavětřit","69"
"3622","hulákat","69"
"3623","stravovat","69"
"3624","vraštit","69"
"3625","pomalovat","69"
"3626","vtělit","69"
"3627","řítit","69"
"3628","jitřit","69"
"3629","rozsévat","69"
"3630","vykukovat","69"
"3631","odmyslit","69"
"3632","podlomit","69"
"3633","ozřejmit","69"
"3634","tečovat","68"
"3635","hlasovat","68"
"3636","propuknout","68"
"3637","privatizovat","68"
"3638","vyvěšovat","68"
"3639","zastřihnout","68"
"3640","protrpět","68"
"3641","rozsvěcovat","68"
"3642","přetrpět","68"
"3643","rozčísnout","68"
"3644","vyprosit","68"
"3645","dobrat","68"
"3646","namlouvat","68"
"3647","pochybovat","68"
"3648","narýsovat","68"
"3649","třpytit","68"
"3650","zmanipulovat","68"
"3651","poklepat","68"
"3652","ustupovat","68"
"3653","provětrat","68"
"3654","postulovat","68"
"3655","unavit","68"
"3656","rozpohybovat","68"
"3657","programovat","68"
"3658","vpálit","68"
"3659","schraňovat","67"
"3660","zpytovat","67"
"3661","vnořit","67"
"3662","škrtit","67"
"3663","vyžehlit","67"
"3664","říkávat","67"
"3665","tříštit","67"
"3666","zaváhat","67"
"3667","vysedávat","67"
"3668","grilovat","67"
"3669","přestoupit","67"
"3670","sjednávat","67"
"3671","vystrojit","67"
"3672","přistavět","67"
"3673","zakonzervovat","67"
"3674","ředit","67"
"3675","omladit","67"
"3676","splývat","67"
"3677","zračit","67"
"3678","kvalifikovat","67"
"3679","nakousnout","66"
"3680","rozpínat","66"
"3681","omráčit","66"
"3682","oslňovat","66"
"3683","zraňovat","66"
"3684","obeplout","66"
"3685","vystříknout","66"
"3686","sestávat","66"
"3687","posednout","66"
"3688","zhotovovat","66"
"3689","vtrhnout","66"
"3690","hubit","66"
"3691","zdražovat","66"
"3692","ubít","66"
"3693","ovíjet","66"
"3694","rozplynout","66"
"3695","přiletět","66"
"3696","ubývat","66"
"3697","mihnout","66"
"3698","zamýšlet","65"
"3699","jímat","65"
"3700","bublat","65"
"3701","přišroubovat","65"
"3702","poletovat","65"
"3703","dovádět","65"
"3704","povzdechnout","65"
"3705","zatančit","65"
"3706","věstit","65"
"3707","míhat","65"
"3708","uplatit","65"
"3709","kupit","65"
"3710","rozmnožovat","65"
"3711","trhnout","65"
"3712","zaštítit","65"
"3713","nalíčit","65"
"3714","rozdrobit","65"
"3715","usušit","65"
"3716","topit","65"
"3717","vyvstávat","65"
"3718","přemisťovat","65"
